Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
458;0;458;39.6969761169527;8.88807809865344;1.1640625
459;0;459;39.7833616073174;9.99105689396247;1.1640625
459.999;1;460;39.8697470976821;12.001374157341;1.1640625
461;0;461;39.9561325880467;6.65538947893847;1.1640625
462;0;462;40.0425180784114;8.00164673889886;1.1640625
463;0;463;40.1289035687761;5.5547593733787;1.1640625
464;0;464;40.2152890591408;7.98610098983729;1.1640625
465.001;0;465;40.3016745495055;15.0503479289266;0
466.001;0;466;40.3880600398702;6.65723041240322;1.1640625
466.999;0;467;40.4744455302349;11.011109107979;1.1640625
468;0;468;40.5608310205996;11.0912011726505;1.1640625
469;0;469;40.6472165109643;8.00079847968827;0.388020833333333
470;0;470;40.733602001329;8.99399021573784;1.1640625
471;0;471;40.8199874916937;10.0135292794094;1.1640625
472.001;0;472;40.9063729820584;4.44247100010462;1.1640625
472.999;0;473;40.9927584724231;9.01203467109979;1.1640625
