Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
157.999;2;158;13.7813290075441;16.0222677477158;1.1640625
158.999;10;159;13.8677144979088;22.2046977812955;1.1640625
160.001;4;160;13.9540999882735;17.7604120415594;1.1640625
161;9;161;14.0404854786382;14.4297709706752;1.1640625
161.999;6;162;14.1268709690029;17.0201910526458;1.1640625
162.999;4;163;14.2132564593675;15.5549523690692;1.1640625
164;7;164;14.2996419497322;22.0283041680255;1.1640625
164.999;5;165;14.3860274400969;24.0058406210231;1.1640625
165.999;9;166;14.4724129304616;19.9636240587844;1.1640625
166.999;4;167;14.5587984208263;19.0272031924042;1.1640625
168;4;168;14.645183911191;12.2000317200825;1.1640625
168.999;7;169;14.7315694015557;22.0399407806828;1.1640625
169.999;8;170;14.8179548919204;23.2949846119987;1.1640625
171;3;171;14.9043403822851;19.9693736372983;1.1640625
172;8;172;14.9907258726498;19.0271631781531;1.1640625
172.999;7;173;15.0771113630145;23.0270429592513;1.1640625
173.999;11;174;15.1634968533792;18.863460943537;1.1640625
174.999;4;175;15.2498823437439;17.7753702026359;0.776041666666667
176;9;176;15.3362678341086;16.0067164182091;1.1640625
176.999;10;177;15.4226533244733;16.995846215185;1.1640625
177.999;7;178;15.509038814838;22.1877129327076;1.1640625
178.999;12;179;15.5954243052027;17.0010234616124;1.1640625
179.999;10;180;15.6818097955674;12.0151426843251;1.1640625
181;8;181;15.7681952859321;15.5384270294934;0.776041666666667
181.999;6;182;15.8545807762968;28.0654317475763;1.1640625
183;10;183;15.9409662666615;18.8877661161253;1.1640625
183.999;16;184;16.0273517570261;15.5306047761713;1.1640625
185;13;185;16.1137372473908;11.0968171776067;1.1640625
185.999;15;186;16.2001227377555;14.0139579020705;1.1640625
187;16;187;16.2865082281202;22.210956331594;1.1640625
187.999;21;188;16.3728937184849;17.0259117350696;1.1640625
189;25;189;16.4592792088496;22.9640910508238;1.1640625
189.999;29;190;16.5456646992143;23.3186115165959;1.1640625
190.999;51;191;16.632050189579;14.0156049745787;1.1640625
192;116;192;16.7184356799437;16.6567059565047;1.1640625
192.999;187;193;16.8048211703084;18.0322326158007;1.1640625
194.001;265;194;16.8912066606731;12.1880996060252;1.1640625
195;335;195;16.9775921510378;19.0238254389798;1.1640625
195.999;406;196;17.0639776414025;19.0033769000751;1.1640625
196.999;446;197;17.1503631317672;16.6403434921891;1.1640625
198;497;198;17.2367486221319;12.2185675129172;1.1640625
198.999;435;199;17.3231341124966;14.022080570274;0.776041666666667
199.999;333;200;17.4095196028613;17.7476954340171;1.1640625
201;238;201;17.495905093226;15.5536908408425;1.1640625
202;162;202;17.5822905835907;25.0684544285079;1.1640625
