Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
258.999;4;259;22.5062635343783;4.99675211112777;1.1640625
260;1;260;22.592649024743;2.00108018308283;1.1640625
261.001;0;261;22.6790345151077;5.54616035990588;1.1640625
262.001;0;262;22.7654200054724;4.00481980063006;0.388020833333333
263;2;263;22.8518054958371;2.22175244501079;1.1640625
264.001;1;264;22.9381909862018;6.65389414719035;1.1640625
265;0;265;23.0245764765665;7.00478566956945;1.1640625
266.001;0;266;23.1109619669312;5.00556769294486;1.1640625
267;0;267;23.1973474572959;8.00081048210184;1.1640625
268.001;1;268;23.2837329476606;3.32642250577633;1.1640625
269;0;269;23.3701184380253;2.00342585821755;1.1640625
270;1;270;23.4565039283899;2.21776082669253;0.388020833333333
271;1;271;23.5428894187546;5.99405868902744;1.1640625
272.001;2;272;23.6292749091193;2.00346960866829;1.1640625
273.001;2;273;23.715660399484;5.54500525888299;0.776041666666667
274;3;274;23.8020458898487;4.005100495481;1.1640625
275;7;275;23.8884313802134;4.44155348663059;0.776041666666667
276;9;276;23.9748168705781;2.00025803328629;1.1640625
277.001;9;277;24.0612023609428;3.00431148741559;1.1640625
278;17;278;24.1475878513075;9.9999244450153;1.1640625
279.001;12;279;24.2339733416722;3.32797566229212;1.1640625
280;13;280;24.3203588320369;2.2217791007238;1.1640625
281;12;281;24.4067443224016;4.44107465568626;1.1640625
282;4;282;24.4931298127663;0.999591966559251;0.388020833333333
283;2;283;24.579515303131;4.99323765823945;0.388020833333333
284.001;4;284;24.6659007934957;5.54904590814465;0.776041666666667
285;4;285;24.7522862838604;4.00971232519409;1.1640625
286.001;2;286;24.8386717742251;4.9900055179481;1.1640625
287;5;287;24.9250572645898;5.0011297552117;1.1640625
288;0;288;25.0114427549545;6.00974540314574;1.1640625
289;0;289;25.0978282453192;2.21897290622987;0.388020833333333
289.999;2;290;25.1842137356839;1.11057902036269;1.1640625
290.999;0;291;25.2705992260486;4.00184685232235;0.388020833333333
292;1;292;25.3569847164132;6.6649848688181;1.1640625
