Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s
138;0;138;12,0536192002502;39,0023635432307
138,999;1;139;12,1400046906149;45,0111177460833
140;0;140;12,2263901809796;36,6557228969529
140,999;0;141;12,3127756713443;32,019022501268
141,999;1;142;12,3991611617089;37,7119285602972
142,999;0;143;12,4855466520736;46,0782316216472
144;0;144;12,5719321424383;43,3310464169947
144,999;1;145;12,658317632803;32,162510734238
145,999;0;146;12,7447031231677;49,1098390660551
147;1;147;12,8310886135324;47,0056218723759
148;0;148;12,9174741038971;48,8060866514355
149,001;0;149;13,0038595942618;36,9982684810351
149,999;1;150;13,0902450846265;38,8499741647672
150,999;0;151;13,1766305749912;36,0372120251372
152,001;1;152;13,2630160653559;36,6267272554128
152,999;0;153;13,3494015557206;45,4828486950915
154;1;154;13,4357870460853;38,9805642906447
154,999;1;155;13,52217253645;34,0104786284654
155,999;0;156;13,6085580268147;41,0056177696344
156,999;0;157;13,6949435171794;46,648266517096
158;2;158;13,7813290075441;34,0533889031223
159;1;159;13,8677144979088;51,020747697966
159,999;0;160;13,9540999882735;39,9706136048777
160,999;0;161;14,0404854786382;37,9442750376797
161,999;0;162;14,1268709690029;46,1133327378699
162,999;1;163;14,2132564593675;35,521316952826
163,999;1;164;14,2996419497322;56,066534156083
164,999;1;165;14,3860274400969;35,4999271696807
165,999;0;166;14,4724129304616;43,0452750202663
167;0;167;14,5587984208263;38,8760727435744
168,001;1;168;14,645183911191;34,380164995957
169;1;169;14,7315694015557;47,0375783213209
170;2;170;14,8179548919204;42,1106523882004
171,001;2;171;14,9043403822851;41,1677958189786
172;2;172;14,9907258726498;45,5525895758343
172,999;2;173;15,0771113630145;43,3239031637447
174;1;174;15,1634968533792;36,0164595220016
175;1;175;15,2498823437439;31,1093931812877
176;0;176;15,3362678341086;51,0222190672251
177;2;177;15,4226533244733;46,6121356470858
177,999;0;178;15,509038814838;40,0453313150486
179;0;179;15,5954243052027;50,007156024027
179,999;0;180;15,6818097955674;44,988613381953
180,999;3;181;15,7681952859321;45,0180702533997
182;0;182;15,8545807762968;42,1554947579642
183;0;183;15,9409662666615;44,0620658259224
184;2;184;16,0273517570261;37,7639855310622
185;1;185;16,1137372473908;51,0091255325578
186,001;0;186;16,2001227377555;35,0394439020005
187;3;187;16,2865082281202;35,9796642937412
188;1;188;16,3728937184849;47,6891977423712
189;0;189;16,4592792088496;41,0935988901922
190;4;190;16,5456646992143;50,9576643724394
191;2;191;16,632050189579;53,3295824860318
192;3;192;16,7184356799437;38,038095152295
193,001;1;193;16,8048211703084;51,0247658684249
194;3;194;16,8912066606731;30,0114583748075
195,003;1;195;16,9775921510378;52,0888516114961
196;6;196;17,0639776414025;32,0693628248539
197;3;197;17,1503631317672;34,4353688116865
198,001;4;198;17,2367486221319;51,0956766545356
199;6;199;17,3231341124966;38,8534415990034
200;2;200;17,4095196028613;28,8387543166624
200,999;3;201;17,495905093226;41,0276936932429
202;2;202;17,5822905835907;48,0685120502252
202,999;4;203;17,6686760739554;35,4896276572443
204,001;0;204;17,7550615643201;36,9839563597312
205;0;205;17,8414470546847;36,024615619853
205,999;0;206;17,9278325450494;48,9841781104703
207,001;0;207;18,0142180354141;43,0020425970234
208;2;208;18,1006035257788;44,9766795916317
209;2;209;18,1869890161435;39,0901183588645
210;0;210;18,2733745065082;27,7229172049533
210,999;0;211;18,3597599968729;36,0002736020794
212;0;212;18,4461454872376;34,0101758446127
213;0;213;18,5325309776023;45,5516077495506
214;1;214;18,618916467967;42,959150144128
214,999;0;215;18,7053019583317;46,1131848121214
216;1;216;18,7916874486964;38,8503924666647
217;0;217;18,8780729390611;39,0350808271394
218;0;218;18,9644584294258;48,998074375677
219;0;219;19,0508439197905;41,0562189463798
220;0;220;19,1372294101552;39,949392996716
221;0;221;19,2236149005199;43,0345955113316
222,001;2;222;19,3100003908846;44,0017204672703
223,001;0;223;19,3963858812493;42,990516292106
224,001;0;224;19,482771371614;44,3938896694198
224,999;0;225;19,5691568619787;41,1015344535834
226;1;226;19,6555423523434;48,9762905777313
227,001;1;227;19,7419278427081;42,0834776722787
228,001;1;228;19,8283133330727;53,120216361648
229;0;229;19,9146988234374;40,1007812835217
230,001;1;230;20,0010843138021;32,1671128097319
231;0;231;20,0874698041668;34,4424659161246
232;0;232;20,1738552945315;26,0342271984979
233,001;0;233;20,2602407848962;42,1922188665838
234;0;234;20,3466262752609;33,3090732250011
235,001;1;235;20,4330117656256;50,0758498898281
236;0;236;20,5193972559903;37,709565363986
237;2;237;20,605782746355;47,7249833406512
238,001;1;238;20,6921682367197;29,03254839
