Zeit t / s;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Spannung U_A / V
164.999;12;165;14.3860274400969;9.99495143897316;1.1640625
165.999;18;166;14.4724129304616;1.11015403498251;1.1640625
166.999;12;167;14.5587984208263;4.43394240552682;1.1640625
168;9;168;14.645183911191;8.02527641058277;1.1640625
168.999;15;169;14.7315694015557;3.32926423260459;0.776041666666667
170;8;170;14.8179548919204;2.00249711390103;0.388020833333333
170.999;18;171;14.9043403822851;14.438810099881;0.388020833333333
171.999;18;172;14.9907258726498;4.00147094071781;0.776041666666667
173;22;173;15.0771113630145;8.00182681706234;0
174;12;174;15.1634968533792;10.0100540983364;0.776041666666667
175;12;175;15.2498823437439;0.999942703283102;0
175.999;12;176;15.3362678341086;3.327904411936;0.388020833333333
177;8;177;15.4226533244733;4.00089379967485;0.388020833333333
178;15;178;15.509038814838;2.00054554877115;0.388020833333333
178.999;20;179;15.5954243052027;4.43888695797306;0.388020833333333
180;20;180;15.6818097955674;4.4385771386424;1.1640625
180.999;16;181;15.7681952859321;8.01692051243354;1.1640625
182;20;182;15.8545807762968;6.99400264273386;1.1640625
183;26;183;15.9409662666615;7.77260985584696;0.388020833333333
183.999;17;184;16.0273517570261;0;0.776041666666667
184.999;30;185;16.1137372473908;10.0002520063506;1.1640625
185.999;33;186;16.2001227377555;7.76882032793966;0
187;35;187;16.2865082281202;3.32766078092212;1.1640625
188;61;188;16.3728937184849;6.00629519799702;1.1640625
189;53;189;16.4592792088496;2.21757172791193;0.776041666666667
189.999;61;190;16.5456646992143;8.02773260505743;1.1640625
190.999;68;191;16.632050189579;3.33005507911101;0.776041666666667
192;57;192;16.7184356799437;6.65357317394625;1.1640625
193;49;193;16.8048211703084;5.55468161898084;1.1640625
194;43;194;16.8912066606731;7.00162087523262;1.1640625
195;59;195;16.9775921510378;4.00624332960486;1.1640625
196;49;196;17.0639776414025;3.32744412694466;1.1640625
197;47;197;17.1503631317672;1.99865091063532;0.776041666666667
197.999;44;198;17.2367486221319;2.00293810991343;1.1640625
199;48;199;17.3231341124966;2.99504978172077;1.1640625
200;22;200;17.4095196028613;5.01168574765781;1.1640625
200.999;17;201;17.495905093226;7.77708907333428;1.1640625
202.001;16;202;17.5822905835907;6.65870285804844;1.1640625
203;17;203;17.6686760739554;6.01119344331079;1.1640625
203.999;15;204;17.7550615643201;4.43764941704264;0.776041666666667
205.001;17;205;17.8414470546847;3.33312742012827;1.1640625
206;17;206;17.9278325450494;4.00560704874684;0
207.001;13;207;18.0142180354141;6.66206761932013;1.1640625
208;13;208;18.1006035257788;4.44376059906337;0.776041666666667
209;14;209;18.1869890161435;3.33077049048371;1.1640625
210;23;210;18.2733745065082;7.00905148909302;1.1640625
211;21;211;18.3597599968729;5.54593336117392;1.1640625
211.999;15;212;18.4461454872376;10.0171282876591;1.1640625
213.001;20;213;18.5325309776023;5.54045351049783;1.1640625
214;28;214;18.618916467967;2.00013360892508;1.1640625
215;11;215;18.7053019583317;3.00366868092688;1.1640625
216;21;216;18.7916874486964;6.66241974421416;1.1640625
216.999;14;217;18.8780729390611;6.00051064345576;0.776041666666667
218.001;17;218;18.9644584294258;2.22001454109524;1.1640625
219;18;219;19.0508439197905;5.55093964085865;1.1640625
220;20;220;19.1372294101552;2.22209877229043;1.1640625
221.001;11;221;19.2236149005199;7.00472608869204;1.1640625
222.001;13;222;19.3100003908846;4.44223813283847;1.1640625
223;14;223;19.3963858812493;3.00048637884201;1.1640625
224.001;10;224;19.482771371614;5.55383695156554;1.1640625
225;14;225;19.5691568619787;7.77712709147779;1.1640625
226;13;226;19.6555423523434;4.43994579270182;1.1640625
227;6;227;19.7419278427081;6.00808808818431;1.1640625
228;7;228;19.8283133330727;8.88440818569391;1.1640625
229.001;12;229;19.9146988234374;2.21086623065437;1.1640625
230;11;230;20.0010843138021;7.04292309480127;1.1640625
231;9;231;20.0874698041668;0;0.776041666666667
232;10;232;20.1738552945315;2.99985150735039;1.1640625
233;6;233;20.2602407848962;3.3328989455041;1.1640625
234;10;234;20.3466262752609;6.00148536762849;0.388020833333333
235;8;235;20.4330117656256;3.00466293641102;1.1640625
236.002;14;236;20.5193972559903;3.3267500645944;1.1640625
237;12;237;20.605782746355;3.99814965633905;0
238;10;238;20.6921682367197;3.00612076248449;1.1640625
239;11;239;20.7785537270844;2.21959619330374;0.776041666666667
240;7;240;20.8649392174491;4.00527615027275;0
241.001;7;241;20.9513247078138;2.2183607955308;0.388020833333333
242;7;242;21.0377101981785;7.0014345939483;1.1640625
243;10;243;21.1240956885432;6.65742024965326;0.388020833333333
244;6;244;21.2104811789079;4.00914927957091;0
245;9;245;21.2968666692726;4.44105641185291;0.388020833333333
246;6;246;21.3832521596373;3.33079045986114;0.388020833333333
247.001;10;247;21.469637650002;2.2222032100392;0.776041666666667
248.001;7;248;21.5560231403667;2.99989710352935;1.1640625
249;9;249;21.6424086307313;6.00859048181185;1.1640625
250.001;7;250;21.728794121096;1.11022404210147;0.776041666666667
251.001;3;251;21.8151796114607;4.43923475583432;1.1640625
252;12;252;21.9015651018254;9.00791255038426;1.1640625
253.001;6;253;21.9879505921901;4.99574811877611;1.1640625
254;10;254;22.0743360825548;8.02119681470253;1.1640625
255;7;255;22.1607215729195;4.43305199338278;0.776041666666667
256.001;5;256;22.2471070632842;3.33256684295945;1.1640625
257.001;8;257;22.3334925536489;5.01117793349846;0.388020833333333
258;4;258;22.4198780440136;1.11046284757765;1.1640625
259;6;259;22.5062635343783;1.9990898144075;1.1640625
260;4;260;22.592649024743;2.21967994878754;1.1640625
261.001;5;261;22.6790345151077;6.00670047437917;1.1640625
262;6;262;22.7654200054724;4.44298615765448;1.1640625
263;2;263;22.8518054958371;7.00986779088923;1.1640625
264;4;264;22.9381909862018;1.1090420084041;1.1640625
265;5;265;23.0245764765665;4.00548350692098;0.776041666666667
265.999;3;266;23.1109619669312;4.43371141437944;0.388020833333333
267;10;267;23.1973474572959;5.01212684089154;1.1640625
268;2;268;23.2837329476606;6.65869177348596;0.388020833333333
269;3;269;23.3701184380253;4.00002160011664;0
270;5;270;23.4565039283899;1.10942995491942;1.1640625
271;7;271;23.5428894187546;3.33111666025797;0.388020833333333
272;6;272;23.6292749091193;6.00815246207579;1.1640625
273;4;273;23.715660399484;4.43349322357186;1.1640625
274;4;274;23.8020458898487;10.0150115007385;1.1640625
275;6;275;23.8884313802134;3.32665747104616;0
276;5;276;23.9748168705781;5.00993871642565;0.388020833333333
277;5;277;24.0612023609428;4.99791836700014;0
278;5;278;24.1475878513075;1.1103605074081;1.1640625
278.999;4;279;24.2339733416722;2.2206497554565;1.1640625
280;4;280;24.3203588320369;7.00348143061916;0
281;7;281;24.4067443224016;3.32992238283918;1.1640625
282;4;282;24.4931298127663;2.00228621039503;1.1640625
283;1;283;24.579515303131;1.11092780802279;0.776041666666667
284;0;284;24.6659007934957;7.77729904181454;0
285;2;285;24.7522862838604;4.4442790185032;1.1640625
286;1;286;24.8386717742251;2.0001170068449;1.1640625
286.999;3;287;24.9250572645898;5.55519631952689;1.1640625
288.001;3;288;25.0114427549545;1.11083081146968;0.776041666666667
289;2;289;25.0978282453192;1.1105155046288;1.1640625
290;4;290;25.1842137356839;3.00123080475303;0.776041666666667
290.999;4;291;25.2705992260486;4.0051161353513;1.1640625
291.999;4;292;25.3569847164132;2.22009093492469;1.1640625
293;3;293;25.4433702067779;3.33091139065106;1.1640625
294;2;294;25.5297556971426;2.00274014907196;1.1640625
295;2;295;25.6161411875073;1.10972161634505;1.1640625
296;5;296;25.702526677872;6.66370650015693;1.1640625
297;2;297;25.7889121682367;5.99988120235219;1.1640625
298;1;298;25.8752976586014;4.00322940516114;1.1640625
299;1;299;25.9616831489661;3.33032272159301;1.1640625
300;1;300;26.0480686393308;4.00109469950979;1.1640625
300.999;3;301;26.1344541296955;3.33208898321416;1.1640625
302;2;302;26.2208396200602;2.00127361052574;1.1640625
302.999;2;303;26.3072251104249;9.994385376393;1.1640625
304;0;304;26.3936106007896;4.00221122169999;0.388020833333333
304.999;3;305;26.4799960911543;8.88356072657755;1.1640625
306;1;306;26.566381581519;3.33270678445786;1.1640625
306.999;1;307;26.6527670718837;3.00423176085835;0.776041666666667
308;1;308;26.7391525622484;4.43122315163435;1.1640625
309;1;309;26.8255380526131;6.00719241147426;1.1640625
310.001;1;310;26.9119235429778;4.00496295008775;1.1640625
311.001;0;311;26.9983090333425;4.43931654058268;1.1640625
311.999;1;312;27.0846945237071;4.0014325128396;1.1640625
312.999;0;313;27.1710800140718;1.11014097125123;1.1640625
314;0;314;27.2574655044365;6.00043263119271;0.776041666666667
315;0;315;27.3438509948012;4.0057021169635;1.1640625
316;0;316;27.4302364851659;3.32713377406765;1.1640625
317;4;317;27.5166219755306;7.01070815563692;0
318.001;0;318;27.6030074658953;5.54900156814784;0.388020833333333
319;0;319;27.68939295626;4.99553698725559;0.388020833333333
319.999;1;320;27.7757784466247;6.01240780598922;0
321;0;321;27.8621639369894;2.21982333314021;0.776041666666667
321.999;0;322;27.9485494273541;7.76877721777225;1.1640625
323;0;323;28.0349349177188;2.22195484698897;1.1640625
323.999;0;324;28.1213204080835;4.00925737527952;1.1640625
324.999;0;325;28.2077058984482;6.65856097843558;1.1640625
325.999;0;326;28.2940913888129;3.99907181543164;1.1640625
327;0;327;28.3804768791776;3.32777077959908;1.1640625
328;0;328;28.4668623695423;4.00075814366823;0.776041666666667
329;0;329;28.553247859907;5.00263038305541;1.1640625
329.999;1;330;28.6396333502717;8.88709665772958;1.1640625
331;0;331;28.7260188406364;4.99742183007786;0.776041666666667
332;0;332;28.8124043310011;8.0106934747194;0.776041666666667
332.999;0;333;28.8987898213658;6.00036602232736;0.388020833333333
333.999;0;334;28.9851753117305;4.44082665099943;0
334.999;0;335;29.0715608020951;7.9978669688794;1.1640625
336;0;336;29.1579462924598;5.00086915105845;0.388020833333333
336.999;0;337;29.2443317828245;1.1110940743353;0.776041666666667
337.999;0;338;29.3307172731892;4.43574348716418;1.1640625
339;0;339;29.4171027635539;1.00146584555814;1.1640625
339.999;0;340;29.5034882539186;11.1048751068011;0.388020833333333
340.999;0;341;29.5898737442833;5.5554049423549;1.1640625
342;0;342;29.676259234648;4.44121715997486;1.1640625
342.999;0;343;29.7626447250127;5.55311403641754;1.1640625
344;0;344;29.8490302153774;2.00282257785898;1.1640625
344.999;0;345;29.9354157057421;4.44318504832686;0.776041666666667
346;0;346;30.0218011961068;5.00074060968429;0.388020833333333
347;0;347;30.1081866864715;3.32715148587258;1.1640625
347.999;0;348;30.1945721768362;7.00998993665873;1.1640625
349;0;349;30.2809576672009;6.64999144367768;1.1640625
349.999;0;350;30.3673431575656;5.00615657135145;1.1640625
351;0;351;30.4537286479303;5.55521730454635;0.776041666666667
352;0;352;30.540114138295;6.66511221438467;1.1640625
353.001;0;353;30.6264996286597;7.00220989744363;1.1640625
354;0;354;30.7128851190244;4.4414987437776;1.1640625
354.999;0;355;30.799270609389;3.00106027459501;1.1640625
355.999;0;356;30.8856560997537;4.00156541238933;1.1640625
356.999;0;357;30.9720415901184;8.8834768773646;1.1640625
358;0;358;31.0584270804831;5.00724197406709;1.1640625
358.999;0;359;31.1448125708478;4.43657839095728;1.1640625
360;0;360;31.2311980612125;2.00088879480265;0.776041666666667
361;0;361;31.3175835515772;2.22221012352266;0.776041666666667
362.001;0;362;31.4039690419419;5.00586687597865;1.1640625
363;0;363;31.4903545323066;7.76404662997674;1.1640625
363.999;0;364;31.5767400226713;5.00365466937051;1.1640625
365;0;365;31.663125513036;4.44240982074654;1.1640625
365.999;0;366;31.7495110034007;4.00140809550881;1.1640625
367.001;0;367;31.8358964937654;3.32377820959812;1.1640625
367.999;0;368;31.9222819841301;9.01036372035115;1.1640625
369;0;369;32.0086674744948;2.2214321328603;1.1640625
370;0;370;32.0950529648595;3.32965000051055;1.1640625
371;0;371;32.1814384552242;5.00644730283659;1.1640625
372;0;372;32.2678239455889;3.33253389547996;1.1640625
373;0;373;32.3542094359536;5.00655207470016;1.1640625
373.999;0;374;32.4405949263183;6.66279188303158;1.1640625
374.999;0;375;32.526980416683;3.33045803789395;1.1640625
375.999;0;376;32.6133659070477;6.00903518530462;1.1640625
376.999;0;377;32.6997513974123;1.10913389508747;1.1640625
378;0;378;32.786136887777;6.66046799112293;1.1640625
378.999;0;379;32.8725223781417;2.00503263190608;0.388020833333333
379.999;0;380;32.9589078685064;3.33287006439438;1.1640625
380.999;0;381;33.0452933588711;6.98412996148851;1.1640625
382;0;382;33.1316788492358;8.01080336942401;1.1640625
383;0;383;33.2180643396005;5.5517673995999;1.1640625
383.999;0;384;33.3044498299652;5.5528254163925;1.1640625
384.999;0;385;33.3908353203299;6.00003660022326;1.1640625
385.999;0;386;33.4772208106946;3.00694514119261;1.1640625
386.999;0;387;33.5636063010593;1.11075455889771;1.1640625
388;0;388;33.649991791424;2.22027257620336;0.776041666666667
388.999;0;389;33.7363772817887;3.33330000033333;1.1640625
389.999;0;390;33.8227627721534;3.3310807824842;0.388020833333333
390.999;0;391;33.9091482625181;5.00685087405096;1.1640625
391.999;0;392;33.9955337528828;5.546420600826;1.1640625
392.999;0;393;34.0819192432475;4.00265175678887;1.1640625
393.999;0;394;34.1683047336122;3.33138928260975;1.1640625
394.999;0;395;34.2546902239769;1.11089744850185;1.1640625
395.999;0;396;34.3410757143416;5.00162602862191;1.1640625
397;0;397;34.4274612047063;4.00097623820212;1.1640625
397.999;0;398;34.513846695071;4.00438560311253;1.1640625
399;0;399;34.6002321854356;6.65447419117639;1.1640625
400;0;400;34.6866176758003;6.65486684831495;1.1640625
401;0;401;34.773003166165;2.99976241881643;1.1640625
401.999;0;402;34.8593886565297;2.22046977812955;1.1640625
402.999;0;403;34.9457741468944;4.00949810004921;1.1640625
404;0;404;35.0321596372591;5.5508841781372;1.1640625
404.999;0;405;35.1185451276238;4.44174583708476;1.1640625
406;0;406;35.2049306179885;2.99991840221946;1.1640625
407;0;407;35.2913161083532;4.00545182047285;1.1640625
408;0;408;35.3777015987179;4.44020897843557;1.1640625
409;0;409;35.4640870890826;4.99349647019722;1.1640625
409.999;0;410;35.5504725794473;4.99947105596228;1.1640625
410.999;0;411;35.636858069812;5.99966101915242;1.1640625
412;0;412;35.7232435601767;3.31486511482361;1.1640625
413;0;413;35.8096290505414;2.01516695255168;1.1640625
413.999;0;414;35.8960145409061;6.66536099650702;1.1640625
414.999;0;415;35.9824000312708;3.32737548267741;1.1640625
416;0;416;36.0687855216355;2.00085956927096;1.1640625
417;0;417;36.1551710120002;2.00241892205785;1.1640625
417.999;0;418;36.2415565023649;4.43926530159259;1.1640625
419.001;0;419;36.3279419927295;5.00461876265606;1.1640625
419.999;0;420;36.4143274830942;8.8727591985281;1.1640625
420.999;0;421;36.5007129734589;4.00070212322263;1.1640625
422;0;422;36.5870984638236;2.22123031948289;1.1640625
423;0;423;36.6734839541883;5.55247763212148;1.1640625
424;0;424;36.759869444553;8.97912622526413;1.1640625
425;0;425;36.8462549349177;2.00627200755;0.388020833333333
425.999;0;426;36.9326404252824;5.55417380054007;1.1640625
426.999;0;427;37.0190259156471;3.00184613537325;1.1640625
428;0;428;37.1054114060118;6.66215638679281;1.1640625
428.999;0;429;37.1917968963765;3.33328259336497;1.1640625
430;0;430;37.2781823867412;6.00154239639587;1.1640625
431;0;431;37.3645678771059;4.99982250630103;1.1640625
432;0;432;37.4509533674706;4.44334940566869;1.1640625
433;0;433;37.5373388578353;7.00982777854552;1.1640625
433.999;0;434;37.6237243482;3.33333259259276;1.1640625
434.999;0;435;37.7101098385647;2.00035826416511;1.1640625
435.999;0;436;37.7964953289294;4.43619361722681;1.1640625
436.999;0;437;37.8828808192941;6.00840455629334;1.1640625
438;0;438;37.9692663096588;4.43938108368622;1.1640625
438.999;1;439;38.0556518000235;8.88408950631337;1.1640625
439.999;0;440;38.1420372903882;5.00787237537409;1.1640625
441;0;441;38.2284227807528;5.55261143757999;1.1640625
442.001;0;442;38.3148082711175;2.99517058694561;0.776041666666667
442.999;0;443;38.4011937614822;3.0095489980158;1.1640625
443.999;0;444;38.4875792518469;2.22217333440887;1.1640625
444.999;0;445;38.5739647422116;0;1.1640625
445.999;0;446;38.6603502325763;5.55272613310595;1.1640625
447.001;0;447;38.746735722941;8.86638993185958;1.1640625
447.999;0;448;38.8331212133057;3.00481280867566;1.1640625
448.999;0;449;38.9195067036704;4.44158702345935;1.1640625
450;0;450;39.0058921940351;5.99969641536138;0.388020833333333
451.001;1;451;39.0922776843998;7.76939201399734;1.1640625
452;0;452;39.1786631747645;6.01145663405318;1.1640625
453;0;453;39.2650486651292;4.99672165092483;1.1640625
454.001;0;454;39.3514341554939;8.88804551212585;0.776041666666667
454.999;0;455;39.4378196458586;5.54929040668641;1.1640625
456.001;0;456;39.5242051362233;8.0179481769942;1.1640625
457.001;0;457;39.610590626588;9.98240545580606;0.776041666666667
458;0;458;39.6969761169527;4.44229486731698;1.1640625
459;0;459;39.7833616073174;5.00051555315353;1.1640625
460;0;460;39.8697470976821;3.00377935518469;1.1640625
460.999;0;461;39.9561325880467;2.00190060443385;1.1640625
462;0;462;40.0425180784114;6.66605931459578;1.1640625
463;0;463;40.1289035687761;6.65527948347045;1.1640625
464;0;464;40.2152890591408;6.66589934758621;0.776041666666667
465;0;465;40.3016745495055;3.33204716312837;1.1640625
466;0;466;40.3880600398702;4.4423136146806;1.1640625
466.999;0;467;40.4744455302349;2.00026283453646;1.1640625
468;0;468;40.5608310205996;6.66392409168493;1.1640625
469;0;469;40.6472165109643;6.0102583088816;1.1640625
470;1;470;40.733602001329;7.77652402929261;1.1640625
471;1;471;40.8199874916937;4.44110325442936;1.1640625
472.001;0;472;40.9063729820584;5.55191226734989;1.1640625
473;0;473;40.9927584724231;7.00102424984775;0.776041666666667
474;0;474;41.0791439627878;6.00917179891669;0.776041666666667
475;0;475;41.1655294531525;4.43680131471297;1.1640625
475.999;0;476;41.2519149435172;4.00599336667588;0.388020833333333
477;0;477;41.3383004338819;4.43748301969388;1.1640625
478.001;0;478;41.4246859242466;6.00906226680457;0.776041666666667
