Item,Smu1.Time[1][1],Smu1.V[1][1],Smu1.I[1][1],
1,0,-1,-9,47792432270944E-06,
2,0,22045862,-0,98,-9,18998921406455E-06,
3,0,34092282,-0,96,-8,9274653873872E-06,
4,0,46137374,-0,94,-8,65882248035632E-06,
5,0,58181964,-0,92,-8,37646803120151E-06,
6,0,7022674,-0,9,-8,1215075624641E-06,
7,0,82270874,-0,88,-7,87013050285168E-06,
8,0,9431607,-0,86,-7,63622119848151E-06,
9,1,06361276,-0,84,-7,40966606826987E-06,
10,1,18405368,-0,82,-7,19360104994848E-06,
11,1,30451584,-0,8,-6,98142321198247E-06,
12,1,42493996,-0,78,-6,79261938785203E-06,
13,1,5453995,-0,76,-6,60815931041725E-06,
14,1,66583936,-0,74,-6,40727921563666E-06,
15,1,78628992,-0,72,-6,22154766460881E-06,
16,1,90671494,-0,7,-6,01475221628789E-06,
17,2,02717176,-0,68,-5,81763379159383E-06,
18,2,1476049,-0,66,-5,62507921131328E-06,
19,2,26806346,-0,64,-5,44618160347454E-06,
20,2,38851778,-0,62,-5,2576870075427E-06,
21,2,50894294,-0,6,-5,07735603605397E-06,
22,2,6293913,-0,58,-4,90245838591363E-06,
23,2,74983798,-0,56,-4,73359432362486E-06,
24,2,87028756,-0,54,-4,55257577414159E-06,
25,2,99072358,-0,52,-4,39462382928468E-06,
26,3,11118242,-0,5,-4,22940138378181E-06,
27,3,23163034,-0,48,-4,04936690756585E-06,
28,3,35208846,-0,46,-3,88971420761663E-06,
29,3,47252424,-0,44,-3,72247995983344E-06,
30,3,5929662,-0,42,-3,5650773497764E-06,
31,3,7133862,-0,4,-3,40852420777082E-06,
32,3,83383384,-0,38,-3,2518964871997E-06,
33,3,95427588,-0,36,-3,09437018586323E-06,
34,4,07471432,-0,34,-2,93962330033537E-06,
35,4,19517676,-0,32,-2,79202504316345E-06,
36,4,31561876,-0,3,-2,64005575445481E-06,
37,4,43607478,-0,28,-2,48650940193329E-06,
38,4,5565152,-0,26,-2,33717037190218E-06,
39,4,67696368,-0,24,-2,1878513507545E-06,
40,4,79740664,-0,22,-2,03998570214026E-06,
41,4,91786284,-0,2,-1,89160346053541E-06,
42,5,03829798,-0,18,-1,74494016391691E-06,
43,5,15873606,-0,16,-1,59731098392513E-06,
44,5,27919598,-0,14,-1,44742625707295E-06,
45,5,39962752,-0,12,-1,29493491840549E-06,
46,5,52007114,-0,1,-1,13737041829154E-06,
47,5,74449946,-0,08,-9,72408997768071E-07,
48,5,87970558,-0,06,-7,96252379586804E-07,
49,6,01489418,-0,04,-6,03490434514242E-07,
50,6,1500597,-0,02,-3,84390204999363E-07,
51,6,28524052,0,-1,26650320453336E-07,
52,6,42070576,0,02,1,87887508218409E-07,
53,6,55588094,0,04,5,83894461669843E-07,
54,6,88210672,0,06,1,10618748294655E-06,
55,7,00259624,0,08,1,78953087015543E-06,
56,7,123058,0,1,2,70271084445994E-06,
57,7,24350326,0,12,3,94015296478756E-06,
58,7,36396582,0,14,5,62171589990612E-06,
59,7,48439678,0,16,7,90361355029745E-06,
60,7,79118232,0,18,1,10922992462292E-05,
61,7,91165922,0,2,1,53384025907144E-05,
62,8,03209402,0,22,2,11731967283413E-05,
63,8,1525552,0,24,2,92034092126414E-05,
64,8,27298834,0,26,4,03617741540074E-05,
65,8,39344858,0,28,5,5961761972867E-05,
66,8,51388388,0,3,7,80556802055798E-05,
67,8,8166772,0,32,0,000110458000563085,
68,8,93714814,0,34,0,00015598232857883,
69,9,05758156,0,36,0,000222828006371856,
70,9,17805288,0,38,0,000323082320392132,
71,9,29849268,0,4,0,00047657557297498,
72,9,418941,0,42,0,000718766706995666,
73,9,6477442,0,44,0,00111768580973148,
74,9,76822992,0,46,0,00178868882358074,
75,9,88868082,0,48,0,00295890588313341,
76,10,009128,0,5,0,00504561141133308,
77,10,12959104,0,52,0,00878346804529428,
78,10,35839866,0,54,0,0154237449169159,
79,10,47888472,0,56,0,0267063826322556,
80,10,59931734,0,58,0,0449095964431763,
81,10,71977188,0,6,0,072332002222538,
82,10,89135596,0,62,0,110954284667969,
83,11,01182522,0,64,0,161537170410156,
84,11,1322645,0,66,0,22486686706543,
85,11,25270974,0,68,0,301252365112305,
86,11,37315012,0,7,0,390958786010742,
87,11,4936132,0,72,0,493389129638672,
88,11,61404928,0,74,0,608249664306641,
89,11,73451268,0,76,0,734945297241211,
90,11,85495432,0,78,0,872915267944336,
91,11,97541972,0,8,0,999900817871094,
92,12,09586704,0,82,0,999904632568359,
93,12,21632944,0,84,0,999898910522461,
94,12,33678504,0,86,0,999900817871094,
95,12,45725438,0,88,0,999895095825195,
96,12,57770724,0,9,0,999893188476563,
97,12,69815286,0,92,0,999893188476563,
98,12,8186132,0,94,0,999895095825195,
99,12,93906186,0,96,0,999897003173828,
100,13,05951984,0,98,0,99989128112793,
101,13,17997728,1,0,999897003173828,
