wert,wert,wert,wert
s,t,U,I
707,85.03590914,0.412,-0.087338582
708,85.15637574,0.414,-0.087091073
709,85.27680296,0.416,-0.087073788
710,85.39725294,0.418,-0.086752549
711,85.5176894,0.42,-0.086713806
712,85.63815396,0.422,-0.08647956
713,85.75858858,0.424,-0.086743727
714,85.8790323,0.426,-0.086428717
715,85.9994728,0.428,-0.086541519
716,86.11991746,0.43,-0.086294666
717,86.24037076,0.432,-0.086249664
718,86.36081264,0.434,-0.086350992
719,86.48125982,0.436,-0.086066708
720,86.60168812,0.438,-0.085935399
721,86.72214174,0.44,-0.085698411
722,86.8425651,0.442,-0.085702136
723,86.96301508,0.444,-0.085576132
724,87.083458,0.446,-0.085521802
725,87.20390308,0.448,-0.085170969
726,87.32433572,0.45,-0.085197821
727,87.44478456,0.452,-0.084853426
728,87.56522774,0.454,-0.084524676
729,87.68567336,0.456,-0.084450856
730,87.80612438,0.458,-0.084124222
731,87.92657018,0.46,-0.084103629
732,88.04701854,0.462,-0.083680257
733,88.16747262,0.464,-0.083483323
734,88.28789922,0.466,-0.083223507
735,88.40833278,0.468,-0.083116695
736,88.52878438,0.47,-0.082681939
737,88.6492235,0.472,-0.082330421
738,88.76968138,0.474,-0.081980243
739,88.89012602,0.476,-0.081646547
740,89.01059038,0.478,-0.081347987
741,89.13103346,0.48,-0.080806389
742,89.25147922,0.482,-0.080557391
743,89.37189676,0.484,-0.08016552
744,89.49234212,0.486,-0.079686269
745,89.6127775,0.488,-0.078975484
746,89.73323566,0.49,-0.078488931
747,89.85368402,0.492,-0.077812567
748,89.9741195,0.494,-0.077257827
749,90.09457088,0.496,-0.076682046
750,90.21501078,0.498,-0.075763389
751,90.33548454,0.5,-0.075460657
752,90.4559188,0.502,-0.074756518
753,90.57637208,0.504,-0.074073568
754,90.69681716,0.506,-0.073474929
755,90.81727044,0.508,-0.072754636
756,90.93770844,0.51,-0.071951196
757,91.05816982,0.512,-0.070889369
758,91.17861346,0.514,-0.069923714
759,91.29905886,0.516,-0.068971604
760,91.4195184,0.518,-0.068000227
761,91.53994574,0.52,-0.066795692
762,91.66039666,0.522,-0.065841347
763,91.78084084,0.524,-0.064512148
764,91.90129308,0.526,-0.063306227
765,92.02174732,0.528,-0.06194596
766,92.14220388,0.53,-0.060406283
767,92.26264192,0.532,-0.059090242
768,92.38307658,0.534,-0.057571784
769,92.50350862,0.536,-0.055986583
770,92.62395362,0.538,-0.054413155
771,92.74439802,0.54,-0.052866966
772,92.86484388,0.542,-0.051108822
773,92.9853023,0.544,-0.049263105
774,93.10574964,0.546,-0.047307879
775,93.22620314,0.548,-0.045293733
776,93.34664482,0.55,-0.043025613
777,93.46710474,0.552,-0.040843904
778,93.58753682,0.554,-0.038601443
779,93.70799844,0.556,-0.036056876
780,93.82842532,0.558,-0.033719078
781,93.94889276,0.56,-0.031055957
782,94.06933196,0.562,-0.02858679
783,94.18979912,0.564,-0.025729701
784,94.31024114,0.566,-0.022835299
785,94.43069166,0.568,-0.020005137
786,94.55113388,0.57,-0.016943827
787,94.67159124,0.572,-0.013699144
788,94.7920454,0.574,-0.010517314
789,95.00375024,0.576,-0.00664648
790,95.1242169,0.578,-0.003669845
791,95.33663288,0.58,-0.000119599
792,95.5654743,0.582,0.003631415
793,95.6859586,0.584,0.007046488
794,95.91477168,0.586,0.010913849
795,96.0352524,0.588,0.015027463
796,96.15569642,0.59,0.019034863
797,96.2761576,0.592,0.023174658
798,96.39659502,0.594,0.027513787
799,96.51705812,0.596,0.031829938
800,96.63749476,0.598,0.036482513
801,96.7579381,0.6,0.040969744
802,96.87838372,0.602,0.045760438
803,96.99882528,0.604,0.050640568
804,97.119289,0.606,0.055621125
805,97.23972266,0.608,0.060774617
806,97.36017156,0.61,0.065904409
807,97.48060682,0.612,0.071240552
808,97.60105586,0.614,0.07676255
809,97.72150106,0.616,0.082383096
810,97.84196356,0.618,0.087919191
811,97.96240464,0.62,0.093857974
812,98.08286466,0.622,0.099707313
813,98.2033102,0.624,0.104981281
814,98.37489132,0.626,0.112066269
815,98.49535242,0.628,0.118534088
816,98.61581732,0.63,0.12481308
817,98.73625008,0.632,0.13130188
818,98.85671634,0.634,0.137886047
819,98.9771524,0.636,0.144687653
820,99.09758982,0.638,0.151479721
821,99.21804284,0.64,0.158538818
822,99.33848112,0.642,0.165634155
823,99.45894704,0.644,0.17291069
824,99.57936728,0.646,0.180423737
825,99.6998248,0.648,0.187829971
826,99.82026102,0.65,0.195583344
827,99.9407106,0.652,0.203458786
828,100.0611404,0.654,0.211219788
829,100.1815831,0.656,0.219255447
830,100.3020252,0.658,0.227329254
831,100.4224788,0.66,0.235687256
832,100.5429249,0.662,0.244056702
833,100.663377,0.664,0.252435684
834,100.7838335,0.666,0.261131287
835,100.9042649,0.668,0.269962311
836,101.0247118,0.67,0.278747559
837,101.145168,0.672,0.287857056
838,101.2656175,0.674,0.296878815
839,101.3860574,0.676,0.306159973
840,101.5065069,0.678,0.315603256
841,101.6269355,0.68,0.325025558
842,101.7473975,0.682,0.334733963
843,101.867831,0.684,0.344467163
844,101.9882941,0.686,0.354345322
845,102.1087351,0.688,0.36435318
846,102.2291766,0.69,0.374362946
847,102.3496255,0.692,0.384666443
848,102.4700666,0.694,0.395080566
849,102.5905066,0.696,0.399856567
850,102.7109502,0.698,0.399856567
851,102.8313985,0.7,0.399860382
852,102.9518366,0.702,0.399852753
853,103.0722796,0.704,0.399858475
854,103.1927052,0.706,0.39985466
855,103.3131481,0.708,0.399858475
856,103.4335818,0.71,0.39985466
857,103.5540241,0.712,0.39985466
858,103.6744519,0.714,0.39985466
859,103.794877,0.716,0.399856567
860,103.9153141,0.718,0.399862289
861,104.0357557,0.72,0.39985466
862,104.1562059,0.722,0.39985466
863,104.276636,0.724,0.399860382
864,104.3970772,0.726,0.399858475
865,104.517505,0.728,0.39985466
866,104.6379476,0.73,0.399858475
867,104.7583754,0.732,0.39985466
868,104.8788188,0.734,0.39985466
869,104.9992447,0.736,0.399856567
870,105.119691,0.738,0.399858475
871,105.2401235,0.74,0.399850845
872,105.3605687,0.742,0.399858475
873,105.4810066,0.744,0.39985466
874,105.6014292,0.746,0.399850845
875,105.7218732,0.748,0.399852753
876,105.8423115,0.75,0.39985466
877,105.9627599,0.752,0.399852753
878,106.0831919,0.754,0.399850845
879,106.2036407,0.756,0.399858475
880,106.3240715,0.758,0.399852753
881,106.444517,0.76,0.39985466
882,106.5649473,0.762,0.399850845
883,106.6854033,0.764,0.399850845
884,106.8058378,0.766,0.399852753
885,106.9262944,0.768,0.39985466
886,107.0467222,0.77,0.39985466
887,107.1671597,0.772,0.399852753
888,107.2876079,0.774,0.399852753
889,107.4080299,0.776,0.399860382
890,107.5284838,0.778,0.399850845
891,107.6489142,0.78,0.39985466
892,107.769365,0.782,0.399852753
893,107.8897953,0.784,0.399856567
894,108.0102403,0.786,0.399850845
895,108.1306739,0.788,0.399850845
896,108.2511218,0.79,0.39985466
897,108.3715501,0.792,0.399852753
898,108.4919926,0.794,0.399860382
899,108.6124187,0.796,0.399852753
900,108.7328554,0.798,0.399848938
901,108.8532981,0.8,0.399850845
902,108.9737347,0.802,0.399847031
903,109.0941769,0.804,0.399848938
904,109.2146034,0.806,0.399850845
905,109.3350458,0.808,0.399850845
906,109.4554798,0.81,0.399852753
907,109.5759282,0.812,0.399850845
908,109.6963744,0.814,0.399848938
909,109.8168168,0.816,0.399845123
910,109.9372572,0.818,0.399847031
911,110.0577001,0.82,0.399850845
912,110.1781315,0.822,0.399848938
913,110.298574,0.824,0.399847031
914,110.4190185,0.826,0.399850845
915,110.5394614,0.828,0.399847031
916,110.6599043,0.83,0.399847031
917,110.7803462,0.832,0.399852753
918,110.9007899,0.834,0.399847031
919,111.0212252,0.836,0.399843216
920,111.1416687,0.838,0.399843216
921,111.262089,0.84,0.399847031
922,111.3825357,0.842,0.399847031
923,111.5029746,0.844,0.399850845
924,111.6234235,0.846,0.399847031
925,111.7438596,0.848,0.399845123
926,111.8642794,0.85,0.399848938
927,111.9847291,0.852,0.399850845
928,112.1051576,0.854,0.399847031
929,112.2255979,0.856,0.399847031
930,112.346031,0.858,0.399848938
931,112.4664872,0.86,0.399852753
932,112.586916,0.862,0.399847031
933,112.7073606,0.864,0.399847031
934,112.8277868,0.866,0.399848938
935,112.9482353,0.868,0.399848938
936,113.0686672,0.87,0.399852753
937,113.1891186,0.872,0.399845123
938,113.3095579,0.874,0.399843216
939,113.4300277,0.876,0.399843216
940,113.5504735,0.878,0.399850845
941,113.6709014,0.88,0.399847031
942,113.7913597,0.882,0.399843216
943,113.9117917,0.884,0.399850845
944,114.0322395,0.886,0.399847031
945,114.1526752,0.888,0.399848938
946,114.2731193,0.89,0.399848938
947,114.3935518,0.892,0.399845123
948,114.5140012,0.894,0.399848938
949,114.6344327,0.896,0.399848938
950,114.7548765,0.898,0.399850845
951,114.8752973,0.9,0.399843216
952,114.9957444,0.902,0.399848938
953,115.1161768,0.904,0.399848938
954,115.2366209,0.906,0.399847031
955,115.357068,0.908,0.399850845
956,115.4774953,0.91,0.399848938
957,115.5979414,0.912,0.399843216
958,115.7183732,0.914,0.399843216
959,115.8388287,0.916,0.399843216
960,115.9592658,0.918,0.399847031
961,116.0797225,0.92,0.399847031
962,116.2001521,0.922,0.399848938
963,116.3206065,0.924,0.399848938
964,116.4410381,0.926,0.399850845
965,116.5614833,0.928,0.39985466
966,116.681921,0.93,0.399848938
967,116.802349,0.932,0.399847031
968,116.9227977,0.934,0.399847031
969,117.0432303,0.936,0.399848938
970,117.1636821,0.938,0.399841309
971,117.284102,0.94,0.399843216
972,117.4045466,0.942,0.399847031
973,117.5249807,0.944,0.399847031
974,117.6454282,0.946,0.399845123
975,117.7658619,0.948,0.399843216
976,117.8863016,0.95,0.399841309
977,118.0067458,0.952,0.399839401
978,118.1271961,0.954,0.399845123
979,118.2476267,0.956,0.399841309
980,118.3680848,0.958,0.399843216
981,118.4885267,0.96,0.399847031
982,118.6089645,0.962,0.399850845
983,118.7294085,0.964,0.399845123
984,118.8498457,0.966,0.399847031
985,118.9702918,0.968,0.399843216
986,119.0907275,0.97,0.399843216
987,119.2111767,0.972,0.399841309
988,119.3316077,0.974,0.399845123
989,119.4520636,0.976,0.399839401
990,119.5725023,0.978,0.399841309
991,119.6929484,0.98,0.399839401
992,119.8133803,0.982,0.399839401
993,119.9338296,0.984,0.399841309
994,120.0542595,0.986,0.399843216
995,120.1746936,0.988,0.399841309
996,120.2951442,0.99,0.399839401
997,120.4155752,0.992,0.399843216
998,120.5360332,0.994,0.399845123
999,120.6564757,0.996,0.399843216
1000,120.7769255,0.998,0.399847031
1001,120.8973539,1,0.399843216
