wert,wert,wert,wert
s,t,U,I
320,38.42257762,-0.362,-0.024298996
321,38.54301858,-0.36,-0.024292544
322,38.66346824,-0.358,-0.024289235
323,38.78390022,-0.356,-0.024291039
324,38.90435584,-0.354,-0.02429387
325,39.02478054,-0.352,-0.024284586
326,39.1452403,-0.35,-0.024282396
327,39.26567272,-0.348,-0.024289995
328,39.38612206,-0.346,-0.024275362
329,39.50657996,-0.344,-0.02428104
330,39.62700862,-0.342,-0.024308413
331,39.747481,-0.34,-0.024313495
332,39.8679199,-0.338,-0.024285272
333,39.98837538,-0.336,-0.024279535
334,40.10882396,-0.334,-0.024288788
335,40.22927202,-0.332,-0.02429679
336,40.34970882,-0.33,-0.024301156
337,40.47016614,-0.328,-0.024313703
338,40.59059752,-0.326,-0.024333745
339,40.71105886,-0.324,-0.024344966
340,40.83149742,-0.322,-0.024357691
341,40.9519492,-0.32,-0.024337769
342,41.07239778,-0.318,-0.024330497
343,41.1928272,-0.316,-0.024339423
344,41.31327696,-0.314,-0.024351269
345,41.4337254,-0.312,-0.024374887
346,41.55417004,-0.31,-0.024379849
347,41.6746016,-0.308,-0.024387822
348,41.79505684,-0.306,-0.024378479
349,41.91549866,-0.304,-0.024400905
350,42.03592472,-0.302,-0.024397552
351,42.1563794,-0.3,-0.024411455
352,42.27680314,-0.298,-0.024421319
353,42.39725732,-0.296,-0.024464741
354,42.51769384,-0.294,-0.024467096
355,42.63815172,-0.292,-0.02446942
356,42.75860102,-0.29,-0.024478346
357,42.87905616,-0.288,-0.02450648
358,42.99950268,-0.286,-0.024482578
359,43.11995098,-0.284,-0.024494037
360,43.24038102,-0.282,-0.024492472
361,43.3608313,-0.28,-0.024514765
362,43.48126454,-0.278,-0.024504721
363,43.60170734,-0.276,-0.02450189
364,43.72216102,-0.274,-0.024498835
365,43.84258016,-0.272,-0.024511501
366,43.96304272,-0.27,-0.024503678
367,44.0834674,-0.268,-0.024501055
368,44.2039279,-0.266,-0.024514094
369,44.32436656,-0.264,-0.024499044
370,44.44482626,-0.262,-0.024487421
371,44.56525462,-0.26,-0.0244762
372,44.6857096,-0.258,-0.024467289
373,44.80615732,-0.256,-0.024484679
374,44.92661774,-0.254,-0.02448751
375,45.04704532,-0.252,-0.024505928
376,45.16750478,-0.25,-0.024515048
377,45.28793164,-0.248,-0.024517432
378,45.40837044,-0.246,-0.024495676
379,45.52881504,-0.244,-0.024493888
380,45.64924638,-0.242,-0.024509355
381,45.76969648,-0.24,-0.024499923
382,45.8901313,-0.238,-0.02448684
383,46.01058568,-0.236,-0.024472997
384,46.13101334,-0.234,-0.024468869
385,46.25146258,-0.232,-0.024442196
386,46.37191018,-0.23,-0.024449944
387,46.49235628,-0.228,-0.02446413
388,46.61280038,-0.226,-0.02449581
389,46.733249,-0.224,-0.024499893
390,46.85369662,-0.222,-0.024493188
391,46.9741338,-0.22,-0.024464458
392,47.09458828,-0.218,-0.024456903
