wert,wert,wert,wert
s,t,U,I
566,71.85466534,0.13,6.95266E-06
567,71.97511308,0.132,7.19161E-06
568,72.09556694,0.134,7.44719E-06
569,72.21601178,0.136,7.6958E-06
570,72.33644078,0.138,7.95858E-06
571,72.45690054,0.14,8.23683E-06
572,72.57734126,0.142,8.51327E-06
573,72.69780042,0.144,8.80458E-06
574,72.8182361,0.146,9.10244E-06
575,72.93869534,0.148,9.40802E-06
576,73.05912892,0.15,9.72724E-06
577,73.17956542,0.152,1.0043E-05
578,73.48637064,0.154,1.04185E-05
579,73.6068558,0.156,1.07579E-05
580,73.72731432,0.158,1.11167E-05
581,73.8477483,0.16,1.1483E-05
582,73.96819446,0.162,1.18664E-05
583,74.08863328,0.164,1.22469E-05
584,74.20907306,0.166,1.26638E-05
585,74.3295234,0.168,1.30742E-05
586,74.4499583,0.17,1.35075E-05
587,74.57041536,0.172,1.39607E-05
588,74.6908572,0.174,1.44036E-05
589,74.81131124,0.176,1.48733E-05
590,74.93175564,0.178,1.53562E-05
591,75.05221418,0.18,1.58644E-05
592,75.1726683,0.182,1.63794E-05
593,75.2931185,0.184,1.69047E-05
594,75.41356726,0.186,1.74624E-05
595,75.53401046,0.188,1.80285E-05
596,75.65444438,0.19,1.85926E-05
597,75.77489202,0.192,1.92144E-05
598,75.89534172,0.194,1.98201E-05
599,76.01578212,0.196,2.04694E-05
600,76.13623238,0.198,2.11332E-05
601,76.25665342,0.2,2.1807E-05
602,76.37711034,0.202,2.2512E-05
603,76.49754606,0.204,2.32406E-05
604,76.61801534,0.206,2.39752E-05
605,76.73844152,0.208,2.4761E-05
606,76.85889648,0.21,2.55526E-05
607,76.97933366,0.212,2.63654E-05
608,77.0998037,0.214,2.72187E-05
609,77.22024518,0.216,2.80677E-05
610,77.34069354,0.218,2.89825E-05
611,77.46113382,0.22,2.99228E-05
612,77.58156964,0.222,3.08572E-05
613,77.7020189,0.224,3.18515E-05
614,77.8224555,0.226,3.28765E-05
615,77.94291006,0.228,3.39277E-05
616,78.063344,0.23,3.50232E-05
617,78.18381276,0.232,3.61284E-05
618,78.30423774,0.234,3.72985E-05
619,78.42469588,0.236,3.84941E-05
620,78.54511732,0.238,3.97192E-05
621,78.66557438,0.24,4.09947E-05
622,78.78602538,0.242,4.23002E-05
623,78.90650644,0.244,4.36674E-05
624,79.02696884,0.246,4.50751E-05
625,79.14741322,0.248,4.64962E-05
626,79.26788396,0.25,4.79985E-05
627,79.38832784,0.252,4.95454E-05
628,79.50877866,0.254,5.11269E-05
629,79.62921786,0.256,5.2748E-05
630,79.74967326,0.258,5.44578E-05
631,79.87010554,0.26,5.62148E-05
632,79.99056912,0.262,5.79945E-05
633,80.11101134,0.264,5.98723E-05
634,80.23147218,0.266,6.18248E-05
635,80.35190266,0.268,6.38004E-05
636,80.47235708,0.27,6.58489E-05
637,80.5927983,0.272,6.79801E-05
638,80.71323288,0.274,7.01473E-05
639,80.83369672,0.276,7.24009E-05
640,80.95412378,0.278,7.4778E-05
641,81.07457136,0.28,7.71702E-05
642,81.19500864,0.282,7.96721E-05
643,81.31545742,0.284,8.22739E-05
644,81.43590828,0.286,8.49461E-05
645,81.55636604,0.288,8.77043E-05
646,81.6768022,0.29,9.05157E-05
