t / s;T_1 / °C;T_2 / °C;T_3 / °C;T_4 / °C;&DT / °C
1264;9,9;33,8;6,6;33,4;-23,9
1265;9,9;33,8;6,6;33,4;-23,9
1266;9,9;33,8;6,5;33,4;-23,9
1267;9,9;33,8;6,5;33,4;-23,9
1268;9,9;33,8;6,5;33,4;-23,9
1269;9,9;33,8;6,4;33,4;-23,9
1270;9,8;33,8;6,4;33,4;-24
1271;9,8;33,8;6,4;33,4;-24
1272;9,9;33,8;6,4;33,4;-23,9
1273;9,9;33,8;6,4;33,5;-23,9
1274;9,9;33,8;6,4;33,5;-23,9
1275;9,9;33,8;6,4;33,5;-23,9
1276;9,8;33,9;6,4;33,5;-24,1
1277;9,8;33,9;6,4;33,5;-24,1
1278;9,8;33,9;6,4;33,5;-24,1
1279;9,8;33,9;6,4;33,5;-24,1
1280;9,8;33,9;6,4;33,5;-24,1
1281;9,9;33,9;6,4;33,5;-24
1282;9,8;33,8;6,4;33,5;-24
1283;9,8;33,8;6,4;33,5;-24
1284;9,8;33,8;6,4;33,5;-24
1285;9,8;33,8;6,4;33,5;-24
1286;9,8;33,8;6,4;33,5;-24
1287;9,8;33,8;6,4;33,5;-24
1288;9,8;33,9;6,4;33,5;-24,1
1289;9,9;33,9;6,4;33,5;-24
1290;9,9;33,9;6,4;33,6;-24
1291;9,9;33,9;6,4;33,6;-24
1292;9,9;33,9;6,4;33,6;-24
1293;9,9;33,9;6,4;33,7;-24
1294;9,9;33,9;6,4;33,7;-24
1295;9,9;33,9;6,4;33,8;-24
1296;9,9;33,9;6,4;33,8;-24
1297;9,9;33,9;6,4;33,8;-24
1298;9,9;33,9;6,4;33,9;-24
1299;9,9;33,9;6,4;33,9;-24
1300;9,9;33,9;6,4;33,9;-24
1301;9,9;34;6,4;34;-24,1
1302;9,9;34;6,4;34;-24,1
1303;9,8;34;6,4;34,1;-24,2
1304;9,8;34;6,4;34,1;-24,2
1305;9,8;34;6,4;34,1;-24,2
1306;9,8;34;6,4;34,2;-24,2
1307;9,8;34;6,4;34,2;-24,2
1308;9,7;34;6,4;34,3;-24,3
1309;9,7;34;6,4;34,3;-24,3
1310;9,7;34;6,4;34,3;-24,3
1311;9,7;34;6,4;34,3;-24,3
1312;9,7;34;6,4;34,3;-24,3
1313;9,7;34;6,4;34,4;-24,3
1314;9,7;34;6,4;34,4;-24,3
1315;9,7;34;6,4;34,4;-24,3
1316;9,7;34;6,4;34,4;-24,3
1317;9,7;34;6,4;34,4;-24,3
1318;9,7;34;6,4;34,4;-24,3
1319;9,8;34;6,4;34,4;-24,2
1320;9,8;34;6,4;34,4;-24,2
1321;9,8;34;6,4;34,4;-24,2
1322;9,8;34;6,4;34,5;-24,2
1323;9,8;34;6,4;34,5;-24,2
1324;9,8;34;6,4;34,5;-24,2
1325;9,8;34;6,4;34,5;-24,2
1326;9,8;34;6,4;34,5;-24,2
1327;9,8;34;6,4;34,6;-24,2
1328;9,8;34;6,4;34,6;-24,2
1329;9,7;34;6,4;34,6;-24,3
1330;9,7;34;6,4;34,6;-24,3
1331;9,6;34;6,4;34,6;-24,4
1332;9,6;34;6,4;34,6;-24,4
1333;9,6;34;6,4;34,6;-24,4
1334;9,6;34;6,4;34,6;-24,4
1335;9,6;34;6,4;34,6;-24,4
1336;9,7;34;6,4;34,6;-24,3
1337;9,7;34;6,4;34,6;-24,3
1338;9,7;34;6,4;34,6;-24,3
1339;9,7;34,1;6,4;34,6;-24,4
1340;9,7;34,3;6,4;34,6;-24,6
1341;9,7;34,2;6,4;34,6;-24,5
1342;9,7;34,2;6,4;34,6;-24,5
1343;9,7;34,2;6,4;34,6;-24,5
1344;9,7;34,3;6,4;34,6;-24,6
1345;9,7;34,4;6,4;34,6;-24,7
1346;9,7;34,4;6,4;34,5;-24,7
1347;9,7;34,4;6,4;34,5;-24,7
1348;9,6;34,5;6,4;34,5;-24,9
1349;9,5;34,6;6,4;34,5;-25,1
1350;9,4;34,6;6,4;34,5;-25,2
1351;9,3;34,6;6,4;34,5;-25,3
1352;9,3;34,7;6,4;34,5;-25,4
1353;9,3;34,7;6,4;34,5;-25,4
1354;9,3;34,7;6,5;34,5;-25,4
1355;9,3;34,7;6,5;34,5;-25,4
1356;9,3;34,7;6,5;34,5;-25,4
1357;9,3;34,7;6,5;34,5;-25,4
1358;9,2;34,8;6,5;34,5;-25,6
1359;9,2;34,8;6,5;34,5;-25,6
1360;9,2;34,8;6,5;34,5;-25,6
1361;9,2;34,8;6,5;34,5;-25,6
1362;9,2;34,8;6,5;34,5;-25,6
1363;9,2;34,8;6,5;34,5;-25,6
1364;9,2;34,9;6,4;34,5;-25,7
1365;9,2;34,9;6,4;34,5;-25,7
1366;9,2;34,9;6,4;34,5;-25,7
1367;9,2;34,9;6,4;34,5;-25,7
1368;9,2;34,9;6,4;34,5;-25,7
1369;9,2;34,9;6,4;34,5;-25,7
1370;9,2;34,8;6,4;34,5;-25,6
1371;9,2;34,8;6,4;34,4;-25,6
1372;9,2;34,7;6,4;34,4;-25,5
1373;9,2;34,7;6,4;34,4;-25,5
1374;9,2;34,7;6,4;34,4;-25,5
1375;9,2;34,7;6,4;34,4;-25,5
1376;9,2;34,7;6,3;34,4;-25,5
1377;9,2;34,7;6,3;34,4;-25,5
1378;9,2;34,7;6,3;34,4;-25,5
1379;9,2;34,7;6,3;34,4;-25,5
1380;9,2;34,7;6,3;34,3;-25,5
1381;9,2;34,7;6,2;34,3;-25,5
1382;9,2;34,7;6,2;34,3;-25,5
1383;9,2;34,7;6,2;34,3;-25,5
1384;9,2;34,7;6,2;34,3;-25,5
1385;9,2;34,7;6,2;34,3;-25,5
1386;9,2;34,7;6,2;34,3;-25,5
1387;9,2;34,7;6,2;34,3;-25,5
1388;9,2;34,7;6,2;34,2;-25,5
1389;9,2;34,7;6,2;34,2;-25,5
1390;9,2;34,7;6,2;34,2;-25,5
1391;9,1;34,7;6,2;34,2;-25,6
1392;9,1;34,7;6,2;34,2;-25,6
1393;9,1;34,7;6,2;34,2;-25,6
1394;9,1;34,7;6,2;34,1;-25,6
1395;9,1;34,7;6,2;34,1;-25,6
1396;9,1;34,7;6,1;34,1;-25,6
1397;9,1;34,7;6,1;34,1;-25,6
1398;9,1;34,7;6;34,1;-25,6
1399;9;34,7;6;34,1;-25,7
1400;9;34,8;6,1;34,1;-25,8
1401;9;34,8;6,1;34,1;-25,8
1402;9;34,8;6;34,1;-25,8
1403;9;34,8;6;34,1;-25,8
1404;9,1;34,8;6;34,2;-25,7
1405;9,1;34,8;6;34,2;-25,7
1406;9,1;34,8;6;34,2;-25,7
1407;9,1;34,8;6;34,2;-25,7
1408;9,1;34,8;6;34,2;-25,7
1409;9,1;34,8;6;34,2;-25,7
1410;9,1;34,8;6;34,2;-25,7
1411;9,1;34,8;6;34,2;-25,7
1412;9,1;34,8;6;34,2;-25,7
1413;9,1;34,8;6;34,2;-25,7
1414;9,1;34,8;6;34,2;-25,7
1415;9,2;34,8;6;34,2;-25,6
1416;9,2;34,8;6;34,2;-25,6
1417;9,2;34,8;6;34,2;-25,6
1418;9,1;34,8;6;34,2;-25,7
1419;9,1;34,8;6;34,2;-25,7
1420;9,1;34,8;6;34,3;-25,7
1421;9,1;34,8;6;34,3;-25,7
1422;9,1;34,8;6;34,3;-25,7
1423;9,1;34,8;6;34,3;-25,7
1424;9,1;34,8;6;34,3;-25,7
1425;9,1;34,8;6;34,3;-25,7
1426;9,1;34,8;6;34,3;-25,7
1427;9;34,8;6;34,3;-25,8
1428;9;34,8;6;34,4;-25,8
1429;9;34,8;6;34,4;-25,8
1430;9;34,8;6;34,4;-25,8
1431;9;34,8;6;34,5;-25,8
1432;9;34,8;6;34,6;-25,8
1433;8,9;34,9;6;34,6;-26
1434;8,8;34,9;6;34,6;-26,1
1435;8,9;34,9;6;34,6;-26
1436;9;34,9;6;34,7;-25,9
1437;9,1;35;6;34,7;-25,9
1438;9,1;35;6;34,8;-25,9
1439;9,1;35;6;34,8;-25,9
1440;9,1;35;5,9;34,9;-25,9
1441;9,1;35;5,9;34,9;-25,9
1442;9,1;35;5,9;34,9;-25,9
1443;9,1;35;5,9;34,9;-25,9
1444;9,1;35;5,9;35;-25,9
1445;9,1;35;5,9;35;-25,9
1446;9,1;35;5,9;35;-25,9
1447;9,1;35;5,9;35,1;-25,9
1448;9,1;35;5,9;35,1;-25,9
1449;9;35;5,9;35,1;-26
1450;9;35;5,9;35,1;-26
1451;9;35;5,9;35,1;-26
1452;9;35;5,9;35,1;-26
1453;9;35;5,9;35,1;-26
1454;9;35;5,9;35,2;-26
1455;9;35;5,9;35,2;-26
1456;8,9;35;5,9;35,2;-26,1
1457;8,9;35;5,9;35,2;-26,1
1458;8,9;35;5,9;35,2;-26,1
1459;8,9;35;5,9;35,2;-26,1
1460;8,9;35;5,9;35,2;-26,1
1461;9;35;5,9;35,2;-26
1462;9;35;5,9;35,2;-26
1463;9;35,1;5,9;35,2;-26,1
1464;9;35,2;5,9;35,2;-26,2
1465;9;35,2;5,9;35,2;-26,2
1466;9;35,3;6;35,2;-26,3
1467;9;35,4;6;35,2;-26,4
1468;9;35,5;6;35,2;-26,5
1469;9;35,6;6;35,1;-26,6
1470;9,1;35,7;6;35,1;-26,6
1471;9,1;35,7;6;35,1;-26,6
1472;9,1;35,7;6;35,1;-26,6
1473;9;35,7;6;35,1;-26,7
1474;9;35,7;6;35,1;-26,7
1475;8,7;35,7;6;35,1;-27
1476;8,7;35,7;6;35;-27
1477;8,7;35,7;6;35;-27
1478;8,7;35,7;6;35;-27
1479;8,7;35,7;6,1;35;-27
1480;8,8;35,7;6,1;35;-26,9
1481;8,8;35,7;6,1;35;-26,9
1482;8,7;35,7;6,2;35;-27
1483;8,7;35,7;6,3;35;-27
1484;8,6;35,7;6,3;35;-27,1
1485;8,6;35,7;6,3;35;-27,1
1486;8,6;35,7;6,3;35;-27,1
1487;8,6;35,7;6,3;35;-27,1
1488;8,6;35,7;6,2;35;-27,1
1489;8,6;35,7;6,2;35;-27,1
1490;8,6;35,7;6,2;35;-27,1
1491;8,6;35,8;6,2;35;-27,2
1492;8,5;35,8;6,2;35;-27,3
1493;8,5;35,8;6,1;35;-27,3
1494;8,7;35,7;6,1;35;-27
1495;8,8;35,7;6;35;-26,9
1496;8,7;35,7;6;35;-27
1497;8,6;35,7;6;35;-27,1
1498;8,6;35,7;6;34,9;-27,1
1499;8,6;35,7;6;34,9;-27,1
1500;8,5;35,7;6;34,9;-27,2
1501;8,5;35,7;6;34,9;-27,2
1502;8,5;35,7;6;34,9;-27,2
1503;8,5;35,7;5,9;34,9;-27,2
1504;8,5;35,7;5,9;34,9;-27,2
1505;8,5;35,7;5,9;34,9;-27,2
1506;8,5;35,8;5,9;34,8;-27,3
1507;8,5;35,8;5,9;34,8;-27,3
1508;8,5;35,8;5,9;34,8;-27,3
1509;8,5;35,8;5,9;34,8;-27,3
1510;8,5;35,7;5,9;34,8;-27,2
1511;8,4;35,7;5,9;34,8;-27,3
1512;8,4;35,7;5,8;34,8;-27,3
1513;8,4;35,7;5,8;34,8;-27,3
1514;8,4;35,7;5,8;34,8;-27,3
1515;8,4;35,7;5,8;34,8;-27,3
1516;8,4;35,7;5,8;34,8;-27,3
1517;8,4;35,7;5,8;34,8;-27,3
1518;8,4;35,7;5,8;34,8;-27,3
1519;8,4;35,7;5,8;34,8;-27,3
1520;8,4;35,7;5,8;34,8;-27,3
1521;8,4;35,7;5,8;34,8;-27,3
1522;8,4;35,7;5,7;34,8;-27,3
1523;8,5;35,7;5,7;34,8;-27,2
1524;8,5;35,7;5,7;34,8;-27,2
1525;8,4;35,7;5,7;34,8;-27,3
1526;8,4;35,7;5,7;34,8;-27,3
1527;8,5;35,7;5,7;34,8;-27,2
1528;8,5;35,7;5,7;34,8;-27,2
1529;8,5;35,7;5,7;34,8;-27,2
1530;8,5;35,7;5,7;34,8;-27,2
1531;8,5;35,7;5,7;34,8;-27,2
1532;8,5;35,7;5,7;34,8;-27,2
1533;8,5;35,7;5,7;34,8;-27,2
1534;8,5;35,7;5,7;34,8;-27,2
1535;8,5;35,7;5,7;34,8;-27,2
1536;8,5;35,7;5,7;34,9;-27,2
1537;8,5;35,7;5,7;34,9;-27,2
1538;8,5;35,7;5,7;34,9;-27,2
1539;8,5;35,7;5,7;34,9;-27,2
1540;8,5;35,7;5,7;34,9;-27,2
1541;8,5;35,7;5,7;34,9;-27,2
1542;8,4;35,7;5,7;34,9;-27,3
1543;8,4;35,7;5,7;34,9;-27,3
1544;8,4;35,7;5,7;34,9;-27,3
1545;8,4;35,7;5,7;34,9;-27,3
1546;8,4;35,7;5,7;35;-27,3
1547;8,4;35,7;5,7;35;-27,3
1548;8,4;35,7;5,7;35;-27,3
1549;8,5;35,7;5,7;35;-27,2
1550;8,5;35,7;5,8;35;-27,2
1551;8,4;35,7;5,8;35,1;-27,3
1552;8,4;35,7;5,8;35,1;-27,3
1553;8,3;35,7;5,8;35,2;-27,4
1554;8,4;35,7;5,8;35,2;-27,3
1555;8,4;35,7;5,7;35,2;-27,3
1556;8,4;35,7;5,7;35,3;-27,3
1557;8,4;35,8;5,7;35,3;-27,4
1558;8,4;35,8;5,7;35,3;-27,4
1559;8,4;35,8;5,7;35,4;-27,4
1560;8,4;35,8;5,7;35,4;-27,4
1561;8,4;35,8;5,7;35,4;-27,4
1562;8,5;35,8;5,7;35,4;-27,3
1563;8,5;35,8;5,7;35,4;-27,3
1564;8,4;35,9;5,7;35,5;-27,5
1565;8,4;35,9;5,7;35,5;-27,5
1566;8,3;35,9;5,7;35,5;-27,6
1567;8,3;35,9;5,7;35,6;-27,6
1568;8,4;35,9;5,7;35,6;-27,5
1569;8,4;35,9;5,7;35,6;-27,5
1570;8,4;35,9;5,7;35,6;-27,5
1571;8,4;35,8;5,7;35,7;-27,4
1572;8,4;35,8;5,7;35,7;-27,4
1573;8,4;35,8;5,7;35,7;-27,4
1574;8,4;35,8;5,7;35,7;-27,4
1575;8,4;35,8;5,7;35,7;-27,4
1576;8,4;35,8;5,7;35,7;-27,4
1577;8,4;35,8;5,7;35,7;-27,4
1578;8,4;35,8;5,7;35,8;-27,4
1579;8,4;35,9;5,7;35,8;-27,5
1580;8,4;35,9;5,7;35,8;-27,5
1581;8,4;35,9;5,7;35,8;-27,5
1582;8,4;35,9;5,7;35,8;-27,5
1583;8,4;35,9;5,7;35,9;-27,5
1584;8,4;35,9;5,7;35,9;-27,5
1585;8,4;35,9;5,7;35,9;-27,5
1586;8,4;35,9;5,8;35,9;-27,5
1587;8,4;36;5,8;35,9;-27,6
1588;8,4;36;5,8;35,9;-27,6
1589;8,4;35,9;5,8;35,9;-27,5
1590;8,5;36;5,8;35,9;-27,5
1591;8,5;36;5,8;35,8;-27,5
1592;8,5;36,1;5,8;35,8;-27,6
1593;8,5;36,2;5,8;35,8;-27,7
1594;8,5;36,3;5,8;35,8;-27,8
1595;8,5;36,4;5,8;35,8;-27,9
1596;8,5;36,4;5,8;35,8;-27,9
1597;8,4;36,5;5,8;35,7;-28,1
1598;8,3;36,5;5,8;35,7;-28,2
1599;8,1;36,6;5,8;35,7;-28,5
1600;8,1;36,6;5,8;35,7;-28,5
1601;8,1;36,6;5,8;35,7;-28,5
1602;8,1;36,6;5,8;35,7;-28,5
1603;8,1;36,6;5,9;35,7;-28,5
1604;8,1;36,6;5,9;35,7;-28,5
1605;8,1;36,6;5,9;35,7;-28,5
1606;8,1;36,6;5,9;35,7;-28,5
1607;8,1;36,6;5,9;35,7;-28,5
1608;8,1;36,4;6;35,7;-28,3
1609;8,1;36,4;6;35,7;-28,3
1610;8,1;36,5;6;35,6;-28,4
1611;8,1;36,5;6;35,7;-28,4
1612;8,1;36,5;6;35,6;-28,4
1613;8,1;36,5;6;35,6;-28,4
1614;8,1;36,5;6;35,6;-28,4
1615;8,1;36,5;6;35,6;-28,4
1616;8,1;36,5;6;35,6;-28,4
1617;8,1;36,5;6;35,6;-28,4
1618;8;36,5;6;35,6;-28,5
1619;8;36,5;6;35,6;-28,5
1620;8;36,5;6;35,6;-28,5
1621;8;36,5;6;35,6;-28,5
1622;8;36,5;6;35,6;-28,5
1623;7,9;36,5;6;35,6;-28,6
1624;7,9;36,5;5,9;35,6;-28,6
1625;7,9;36,5;5,9;35,6;-28,6
1626;7,9;36,5;5,9;35,5;-28,6
1627;7,9;36,5;5,9;35,5;-28,6
1628;7,9;36,4;5,9;35,5;-28,5
1629;7,9;36,5;5,8;35,5;-28,6
1630;7,9;36,5;5,8;35,5;-28,6
1631;7,9;36,5;5,8;35,5;-28,6
1632;7,9;36,5;5,8;35,5;-28,6
1633;7,8;36,5;5,8;35,5;-28,7
1634;7,8;36,5;5,7;35,5;-28,7
1635;7,8;36,6;5,7;35,5;-28,8
1636;7,8;36,6;5,7;35,4;-28,8
1637;7,9;36,6;5,7;35,4;-28,7
1638;7,9;36,6;5,8;35,4;-28,7
1639;7,9;36,6;5,7;35,4;-28,7
1640;7,8;36,6;5,7;35,4;-28,8
1641;7,8;36,5;5,7;35,4;-28,7
1642;7,8;36,5;5,7;35,4;-28,7
1643;7,8;36,5;5,7;35,4;-28,7
1644;7,8;36,5;5,7;35,4;-28,7
1645;7,8;36,5;5,7;35,4;-28,7
1646;7,8;36,5;5,7;35,4;-28,7
1647;7,8;36,5;5,7;35,4;-28,7
1648;7,8;36,5;5,7;35,4;-28,7
1649;7,8;36,5;5,7;35,4;-28,7
1650;7,8;36,5;5,7;35,4;-28,7
1651;7,8;36,5;5,7;35,4;-28,7
1652;7,8;36,5;5,7;35,4;-28,7
1653;7,8;36,5;5,7;35,4;-28,7
1654;7,8;36,5;5,6;35,4;-28,7
1655;7,8;36,5;5,6;35,4;-28,7
1656;7,8;36,5;5,6;35,4;-28,7
1657;7,8;36,5;5,6;35,5;-28,7
1658;7,8;36,5;5,6;35,5;-28,7
1659;7,8;36,4;5,6;35,5;-28,6
1660;7,8;36,4;5,6;35,5;-28,6
1661;7,8;36,4;5,6;35,5;-28,6
1662;7,8;36,4;5,6;35,5;-28,6
1663;7,8;36,4;5,6;35,5;-28,6
1664;7,8;36,4;5,7;35,5;-28,6
1665;7,8;36,5;5,9;35,5;-28,7
1666;7,9;36,5;5,9;35,5;-28,6
1667;7,9;36,5;5,9;35,5;-28,6
1668;7,9;36,5;5,9;35,5;-28,6
1669;7,9;36,5;5,9;35,5;-28,6
1670;7,9;36,5;5,8;35,5;-28,6
1671;7,8;36,5;5,7;35,5;-28,7
1672;7,8;36,5;5,7;35,6;-28,7
1673;7,8;36,5;5,7;35,6;-28,7
1674;7,8;36,5;5,7;35,7;-28,7
1675;7,8;36,5;5,6;35,7;-28,7
1676;7,8;36,5;5,6;35,7;-28,7
1677;7,8;36,5;5,6;35,8;-28,7
1678;7,9;36,5;5,6;35,8;-28,6
1679;7,9;36,5;5,6;35,8;-28,6
1680;8;36,6;5,6;35,8;-28,6
1681;8;36,6;5,6;35,9;-28,6
1682;7,9;36,6;5,6;35,9;-28,7
1683;7,9;36,6;5,6;36;-28,7
1684;7,9;36,6;5,6;36;-28,7
1685;7,9;36,6;5,6;36;-28,7
1686;7,8;36,6;5,6;36,1;-28,8
1687;7,9;36,6;5,6;36,1;-28,7
1688;7,8;36,6;5,6;36,2;-28,8
1689;7,8;36,6;5,6;36,2;-28,8
1690;7,8;36,6;5,6;36,2;-28,8
1691;7,8;36,6;5,6;36,2;-28,8
1692;7,8;36,6;5,6;36,2;-28,8
1693;7,8;36,6;5,6;36,3;-28,8
1694;7,8;36,6;5,6;36,3;-28,8
1695;7,8;36,6;5,6;36,3;-28,8
1696;7,8;36,6;5,6;36,4;-28,8
1697;7,9;36,6;5,6;36,4;-28,7
1698;7,9;36,6;5,6;36,4;-28,7
1699;7,9;36,6;5,6;36,4;-28,7
1700;7,9;36,6;5,6;36,4;-28,7
1701;7,9;36,6;5,6;36,4;-28,7
1702;8;36,6;5,6;36,4;-28,6
1703;8;36,6;5,6;36,5;-28,6
1704;8;36,6;5,6;36,5;-28,6
1705;7,9;36,6;5,6;36,5;-28,7
1706;7,9;36,6;5,6;36,5;-28,7
1707;7,8;36,6;5,6;36,5;-28,8
1708;7,8;36,7;5,6;36,5;-28,9
1709;7,8;36,8;5,6;36,5;-29
1710;7,8;36,8;5,6;36,5;-29
1711;7,8;36,8;5,6;36,5;-29
1712;7,8;36,8;5,6;36,5;-29
1713;7,8;36,8;5,6;36,5;-29
1714;7,9;36,9;5,6;36,4;-29
1715;7,9;37;5,6;36,4;-29,1
1716;7,9;37,1;5,6;36,4;-29,2
1717;7,9;37,1;5,6;36,3;-29,2
1718;7,9;37,2;5,6;36,3;-29,3
1719;7,9;37,2;5,6;36,3;-29,3
1720;7,8;37,3;5,6;36,3;-29,5
1721;7,8;37,3;5,6;36,3;-29,5
1722;7,7;37,3;5,6;36,3;-29,6
1723;7,5;37,3;5,8;36,3;-29,8
1724;7,4;37,3;5,8;36,3;-29,9
1725;7,3;37,3;5,8;36,3;-30
1726;7,3;37,3;5,8;36,3;-30
1727;7,3;37,2;5,8;36,3;-29,9
1728;7,3;37,2;5,8;36,3;-29,9
1729;7,3;37,2;5,8;36,3;-29,9
1730;7,3;37,2;5,9;36,3;-29,9
1731;7,3;37,2;5,9;36,3;-29,9
1732;7,3;37,2;5,9;36,3;-29,9
1733;7,3;37,2;5,9;36,3;-29,9
1734;7,3;37,2;5,8;36,3;-29,9
1735;7,3;37,2;5,8;36,3;-29,9
1736;7,3;37,2;5,8;36,3;-29,9
1737;7,4;37,2;5,8;36,3;-29,8
1738;7,4;37,2;5,8;36,2;-29,8
1739;7,4;37,2;5,7;36,2;-29,8
1740;7,5;37,2;5,7;36,2;-29,7
1741;7,5;37,2;5,7;36,1;-29,7
1742;7,4;37,2;5,7;36,2;-29,8
1743;7,4;37,3;5,7;36,1;-29,9
1744;7,4;37,3;5,7;36,1;-29,9
1745;7,4;37,3;5,7;36,1;-29,9
1746;7,4;37,3;5,6;36,1;-29,9
1747;7,4;37,2;5,6;36,1;-29,8
1748;7,4;37,2;5,6;36,1;-29,8
1749;7,4;37,2;5,6;36,1;-29,8
1750;7,4;37,2;5,6;36;-29,8
1751;7,3;37,2;5,5;36;-29,9
1752;7,3;37,2;5,5;36;-29,9
1753;7,3;37,2;5,5;36;-29,9
1754;7,3;37,3;5,5;36;-30
1755;7,3;37,3;5,5;36;-30
1756;7,3;37,2;5,5;36;-29,9
1757;7,3;37,2;5,5;36;-29,9
1758;7,3;37,3;5,5;35,9;-30
1759;7,4;37,3;5,5;35,9;-29,9
1760;7,4;37,3;5,5;35,9;-29,9
1761;7,3;37,2;5,5;35,9;-29,9
1762;7,3;37,2;5,4;35,9;-29,9
1763;7,3;37,2;5,4;35,9;-29,9
1764;7,3;37,2;5,4;35,9;-29,9
1765;7,3;37,2;5,4;35,9;-29,9
1766;7,2;37,2;5,4;35,9;-30
1767;7,2;37,2;5,4;35,9;-30
1768;7,2;37,2;5,4;35,9;-30
1769;7,3;37,2;5,4;35,9;-29,9
1770;7,3;37,2;5,3;35,9;-29,9
1771;7,3;37,2;5,3;35,9;-29,9
1772;7,3;37,2;5,3;35,9;-29,9
1773;7,3;37,2;5,3;35,9;-29,9
1774;7,3;37,2;5,3;35,9;-29,9
1775;7,3;37,2;5,4;36;-29,9
1776;7,3;37,2;5,4;36;-29,9
1777;7,3;37,2;5,3;36;-29,9
1778;7,3;37,2;5,3;36;-29,9
1779;7,3;37,2;5,3;36;-29,9
1780;7,3;37,2;5,3;36;-29,9
1781;7,3;37,2;5,3;36;-29,9
1782;7,3;37,2;5,3;36;-29,9
1783;7,3;37,2;5,3;36;-29,9
1784;7,3;37,2;5,3;36;-29,9
1785;7,3;37,2;5,3;36;-29,9
1786;7,3;37,2;5,3;36;-29,9
1787;7,3;37,2;5,3;36;-29,9
1788;7,3;37,2;5,3;36;-29,9
1789;7,2;37,2;5,3;36;-30
1790;7,2;37,2;5,3;36;-30
1791;7,2;37,2;5,3;36;-30
1792;7,2;37,2;5,3;36,1;-30
1793;7,3;37,2;5,3;36,1;-29,9
1794;7,3;37,2;5,3;36,1;-29,9
1795;7,3;37,2;5,3;36,1;-29,9
1796;7,3;37,2;5,3;36,1;-29,9
1797;7,3;37,2;5,3;36,1;-29,9
1798;7,3;37,2;5,3;36,2;-29,9
1799;7,3;37,2;5,3;36,2;-29,9
1800;7,3;37,2;5,3;36,2;-29,9
1801;7,3;37,2;5,3;36,2;-29,9
1802;7,3;37,2;5,3;36,2;-29,9
1803;7,3;37,2;5,3;36,3;-29,9
1804;7,3;37,2;5,3;36,3;-29,9
1805;7,3;37,2;5,3;36,4;-29,9
1806;7,3;37,3;5,3;36,4;-30
1807;7,3;37,3;5,3;36,5;-30
1808;7,3;37,3;5,3;36,5;-30
1809;7,3;37,3;5,3;36,6;-30
1810;7,3;37,3;5,3;36,6;-30
1811;7,3;37,3;5,3;36,7;-30
1812;7,3;37,3;5,3;36,7;-30
1813;7,3;37,3;5,3;36,7;-30
1814;7,3;37,3;5,3;36,7;-30
1815;7,3;37,3;5,3;36,7;-30
1816;7,3;37,3;5,3;36,8;-30
1817;7,3;37,3;5,3;36,8;-30
1818;7,3;37,3;5,3;36,8;-30
1819;7,3;37,3;5,3;36,8;-30
1820;7,3;37,3;5,3;36,9;-30
1821;7,3;37,3;5,3;36,9;-30
1822;7,3;37,3;5,3;36,9;-30
1823;7,3;37,3;5,3;36,9;-30
1824;7,3;37,3;5,3;36,9;-30
1825;7,3;37,3;5,3;36,9;-30
1826;7,3;37,3;5,3;37;-30
1827;7,3;37,3;5,3;37;-30
1828;7,3;37,3;5,3;37;-30
1829;7,3;37,4;5,3;37;-30,1
1830;7,3;37,4;5,3;37;-30,1
1831;7;37,4;5,3;37;-30,4
1832;7;37,5;5,3;37;-30,5
1833;6,8;37,5;5,4;37;-30,7
1834;6,9;37,6;5,4;36,9;-30,7
1835;6,9;37,6;5,4;36,9;-30,7
1836;6,9;37,7;5,4;36,9;-30,8
1837;7;37,9;5,5;36,8;-30,9
1838;6,9;37,9;5,5;36,8;-31
1839;6,9;37,9;5,6;36,8;-31
1840;6,8;37,9;5,6;36,8;-31,1
1841;6,8;37,9;5,6;36,8;-31,1
1842;6,8;37,9;5,6;36,8;-31,1
1843;6,8;37,9;5,6;36,8;-31,1
1844;6,8;37,9;5,6;36,8;-31,1
1845;6,8;37,9;5,6;36,8;-31,1
1846;6,8;37,9;5,7;36,8;-31,1
1847;6,8;37,9;5,7;36,8;-31,1
1848;6,8;37,9;5,7;36,8;-31,1
1849;6,8;37,9;5,7;36,8;-31,1
1850;6,8;37,9;5,7;36,8;-31,1
1851;6,8;37,9;5,7;36,8;-31,1
1852;6,8;37,9;5,7;36,8;-31,1
1853;6,8;37,9;5,7;36,8;-31,1
1854;6,8;37,9;5,7;36,7;-31,1
1855;6,8;37,9;5,7;36,6;-31,1
1856;6,8;37,9;5,7;36,7;-31,1
1857;6,8;37,9;5,7;36,6;-31,1
1858;6,8;37,9;5,7;36,6;-31,1
1859;6,8;37,9;5,7;36,6;-31,1
1860;6,8;37,9;5,7;36,6;-31,1
1861;6,8;37,9;5,7;36,6;-31,1
1862;6,8;38;5,7;36,6;-31,2
1863;6,7;38;5,7;36,6;-31,3
1864;6,7;38;5,7;36,6;-31,3
1865;6,7;38;5,7;36,6;-31,3
1866;6,7;38;5,7;36,6;-31,3
1867;6,7;38;5,7;36,6;-31,3
1868;6,7;38;5,7;36,5;-31,3
1869;6,7;38;5,7;36,5;-31,3
1870;6,7;38;5,7;36,5;-31,3
1871;6,7;38;5,7;36,5;-31,3
1872;6,7;38;5,7;36,5;-31,3
1873;6,7;38;5,7;36,5;-31,3
1874;6,7;38;5,7;36,5;-31,3
