t / s;T_1 / °C;T_2 / °C;T_3 / °C;T_4 / °C;&DT / °C
641;14,1;27,3;9,5;28,8;-13,2
642;14,1;27,4;9,5;28,8;-13,3
643;13,9;27,4;9,5;28,9;-13,5
644;13,9;27,4;9,5;29;-13,5
645;14,1;27,5;9,5;29,1;-13,4
646;14,1;27,5;9,5;29,1;-13,4
647;14,2;27,5;9,5;29,2;-13,3
648;14,1;27,5;9,5;29,3;-13,4
649;14;27,5;9,5;29,3;-13,5
650;13,9;27,5;9,5;29,3;-13,6
651;13,9;27,6;9,5;29,4;-13,7
652;14;27,7;9,5;29,5;-13,7
653;14;27,7;9,5;29,5;-13,7
654;14,1;27,6;9,5;29,5;-13,5
655;13,9;27,6;9,6;29,6;-13,7
656;13,9;27,6;9,6;29,6;-13,7
657;13,9;27,6;9,6;29,6;-13,7
658;13,8;27,7;9,6;29,7;-13,9
659;13,8;27,6;9,6;29,7;-13,8
660;13,8;27,6;9,6;29,8;-13,8
661;13,8;27,6;9,5;29,8;-13,8
662;13,8;27,6;9,5;29,8;-13,8
663;13,8;27,6;9,5;29,8;-13,8
664;13,8;27,6;9,5;29,8;-13,8
665;13,8;27,6;9,5;29,8;-13,8
666;13,7;27,7;9,5;29,8;-14
667;13,7;27,7;9,5;29,8;-14
668;13,7;27,7;9,5;29,8;-14
669;13,7;27,6;9,5;29,8;-13,9
670;13,8;27,6;9,6;29,9;-13,8
671;13,8;27,6;9,6;29,9;-13,8
672;13,7;27,6;9,6;29,9;-13,9
673;13,7;27,6;9,6;29,9;-13,9
674;13,7;27,7;9,5;29,9;-14
675;13,6;27,7;9,5;29,9;-14,1
676;13,6;27,7;9,5;29,9;-14,1
677;13,6;27,7;9,5;29,9;-14,1
678;13,5;27,7;9,5;29,9;-14,2
679;13,5;27,7;9,5;29,9;-14,2
680;13,6;27,7;9,5;30;-14,1
681;13,6;27,7;9,5;30;-14,1
682;13,6;27,7;9,5;30;-14,1
683;13,6;27,8;9,5;30;-14,2
684;13,6;27,8;9,5;30;-14,2
685;13,6;27,9;9,5;30;-14,3
686;13,5;27,9;9,5;30;-14,4
687;13,5;27,9;9,5;30,1;-14,4
688;13,5;27,9;9,5;30,1;-14,4
689;13,5;27,9;9,5;30,1;-14,4
690;13,5;27,8;9,5;30,1;-14,3
691;13,5;27,8;9,5;30,1;-14,3
692;13,5;27,8;9,5;30,1;-14,3
693;13,5;27,8;9,5;30,1;-14,3
694;13,5;27,8;9,5;30,1;-14,3
695;13,4;27,7;9,5;30,1;-14,3
696;13,3;27,7;9,5;30,1;-14,4
697;13,3;27,7;9,5;30,1;-14,4
698;13,4;27,7;9,5;30,2;-14,3
699;13,4;27,7;9,5;30,2;-14,3
700;13,4;27,7;9,5;30,2;-14,3
701;13,4;27,8;9,5;30,2;-14,4
702;13,4;27,8;9,4;30,2;-14,4
703;13,4;27,9;9,4;30,3;-14,5
704;13,4;27,9;9,4;30,2;-14,5
705;13,4;27,9;9,4;30,3;-14,5
706;13,4;28;9,4;30,3;-14,6
707;13,4;28;9,4;30,3;-14,6
708;13,4;28;9,4;30,3;-14,6
709;13,4;28,2;9,4;30,3;-14,8
710;13,4;28,3;9,4;30,3;-14,9
711;13,4;28,3;9,4;30,3;-14,9
712;13,4;28,3;9,4;30,3;-14,9
713;13,4;28,4;9,4;30,2;-15
714;13,4;28,4;9,4;30,2;-15
715;13,4;28,4;9,4;30,2;-15
716;13,4;28,5;9,4;30,2;-15,1
717;13,4;28,5;9,4;30,2;-15,1
718;13,3;28,6;9,4;30,1;-15,3
719;13,4;28,7;9,4;30,1;-15,3
720;13,2;28,7;9,4;30,1;-15,5
721;13;28,7;9,5;30,1;-15,7
722;12,9;28,9;9,5;30,1;-16
723;12,9;29;9,5;30,1;-16,1
724;12,8;29;9,5;30,1;-16,2
725;12,9;29;9,6;30,1;-16,1
726;13;29;9,5;30,1;-16
727;13;29;9,5;30,1;-16
728;13;29;9,6;30,1;-16
729;13;29;9,5;30,1;-16
730;13;28,9;9,5;30,1;-15,9
731;13,3;28,8;9,5;30,1;-15,5
732;13,3;28,8;9,5;30,1;-15,5
733;13,2;28,8;9,5;30,1;-15,6
734;13,1;28,7;9,5;30,1;-15,6
735;13,1;28,8;9,4;30,1;-15,7
736;12,9;28,9;9,3;30,1;-16
737;12,9;28,9;9,3;30,1;-16
738;13,1;29;9,3;30;-15,9
739;13,1;28,9;9,3;30;-15,8
740;13,2;29;9,3;30;-15,8
741;13,2;29,1;9,2;30;-15,9
742;13,1;29,1;9,2;30;-16
743;13;29,1;9,2;30;-16,1
744;12,9;29;9,2;29,9;-16,1
745;12,9;28,9;9,2;29,9;-16
746;12,9;28,9;9,2;29,9;-16
747;13;28,9;9,2;29,9;-15,9
748;13,2;28,9;9,1;29,9;-15,7
749;13,2;28,9;9,1;29,9;-15,7
750;13,3;28,9;9,1;29,9;-15,6
751;13,3;28,9;9,1;29,9;-15,6
752;13,3;28,9;9,1;29,9;-15,6
753;13,3;28,9;9;29,9;-15,6
754;13,1;28,9;9;29,9;-15,8
755;13,2;29;9;29,9;-15,8
756;13,2;29;9;29,9;-15,8
757;13,2;29;9;29,9;-15,8
758;13,2;29;8,9;29,9;-15,8
759;13,2;29;8,9;29,9;-15,8
760;13,1;29,1;8,9;29,9;-16
761;13,1;29,1;8,9;29,9;-16
762;13,1;29,1;8,9;29,9;-16
763;13;29,1;8,9;29,9;-16,1
764;12,9;29;8,9;29,9;-16,1
765;13;29;8,9;29,9;-16
766;13,1;29;8,9;29,9;-15,9
767;13,2;29;8,9;29,9;-15,8
768;13,3;29;8,9;29,9;-15,7
769;13,3;28,9;8,9;29,9;-15,6
770;13,1;28,9;8,9;29,9;-15,8
771;13;28,9;8,9;30;-15,9
772;13;28,9;8,9;30;-15,9
773;13,1;28,9;8,9;30,1;-15,8
774;12,9;28,9;8,9;30,1;-16
775;12,9;28,9;8,9;30,2;-16
776;12,9;29;8,9;30,3;-16,1
777;12,9;29;8,9;30,3;-16,1
778;13;29;8,9;30,4;-16
779;13;29;8,9;30,4;-16
780;13;29;8,9;30,6;-16
781;13;29,1;8,9;30,6;-16,1
782;13;29,1;8,9;30,7;-16,1
783;13;29,1;8,9;30,7;-16,1
784;13;29,1;8,9;30,7;-16,1
785;13;29,1;8,9;30,8;-16,1
786;13;29,1;8,9;30,8;-16,1
787;13;29,1;8,9;30,8;-16,1
788;13;29,1;8,9;30,8;-16,1
789;13;29,1;8,9;30,9;-16,1
790;12,9;29,1;8,9;30,9;-16,2
791;12,8;29,1;8,9;30,9;-16,3
792;12,8;29,2;8,9;30,9;-16,4
793;12,7;29,2;8,9;30,9;-16,5
794;12,6;29,2;8,9;31;-16,6
795;12,6;29,2;8,9;31;-16,6
796;12,5;29,2;8,9;31;-16,7
797;12,5;29,2;8,9;31;-16,7
798;12,5;29,2;8,9;31;-16,7
799;12,6;29,2;8,9;31,1;-16,6
800;12,7;29,2;8,9;31,1;-16,5
801;12,7;29,2;8,9;31,1;-16,5
802;12,7;29,2;8,9;31,1;-16,5
803;12,7;29,2;8,9;31,1;-16,5
804;12,6;29,2;8,9;31,1;-16,6
805;12,5;29,2;8,9;31,1;-16,7
806;12,5;29,2;8,9;31,2;-16,7
807;12,5;29,2;8,9;31,2;-16,7
808;12,5;29,1;8,9;31,2;-16,6
809;12,5;29,1;8,9;31,2;-16,6
810;12,5;29,1;8,9;31,2;-16,6
811;12,5;29,1;8,9;31,2;-16,6
812;12,5;29,1;8,9;31,2;-16,6
813;12,5;29,1;8,8;31,2;-16,6
814;12,6;29,1;8,8;31,2;-16,5
815;12,7;29,2;8,8;31,2;-16,5
816;12,6;29,2;8,8;31,3;-16,6
817;12,6;29,2;8,8;31,3;-16,6
818;12,6;29,2;8,8;31,3;-16,6
819;12,6;29,3;8,8;31,3;-16,7
820;12,5;29,3;8,8;31,3;-16,8
821;12,5;29,3;8,8;31,3;-16,8
822;12,4;29,3;8,8;31,3;-16,9
823;12,4;29,3;8,8;31,3;-16,9
824;12,3;29,3;8,8;31,3;-17
825;12,3;29,3;8,8;31,3;-17
826;12,3;29,3;8,8;31,3;-17
827;12,2;29,3;8,8;31,3;-17,1
828;12,2;29,3;8,8;31,3;-17,1
829;12,1;29,3;8,7;31,3;-17,2
830;12,1;29,3;8,7;31,3;-17,2
831;12,1;29,3;8,7;31,3;-17,2
832;12,1;29,3;8,7;31,4;-17,2
833;12,1;29,3;8,7;31,4;-17,2
834;12,1;29,4;8,7;31,4;-17,3
835;12,1;29,4;8,6;31,4;-17,3
836;12;29,4;8,6;31,4;-17,4
837;12;29,4;8,6;31,4;-17,4
838;12;29,6;8,6;31,4;-17,6
839;12;29,8;8,6;31,4;-17,8
840;12;29,8;8,6;31,3;-17,8
841;12;29,8;8,5;31,3;-17,8
842;12;29,8;8,5;31,3;-17,8
843;12;29,9;8,5;31,3;-17,9
844;12,1;29,9;8,5;31,3;-17,8
845;12,3;29,9;8,5;31,3;-17,6
846;12,3;29,9;8,4;31,3;-17,6
847;12,3;30;8,4;31,2;-17,7
848;12,1;30;8,4;31,2;-17,9
849;11,9;30;8,4;31,2;-18,1
850;11,9;30,1;8,4;31,2;-18,2
851;12;30,1;8,4;31,2;-18,1
852;12;30,2;8,4;31,2;-18,2
853;12,1;30,2;8,4;31,2;-18,1
854;12,2;30,3;8,4;31,2;-18,1
855;12,2;30,3;8,4;31,2;-18,1
856;12,1;30,4;8,4;31,2;-18,3
857;12,1;30,4;8,3;31,2;-18,3
858;12,2;30,5;8,3;31,2;-18,3
859;12,2;30,4;8,3;31,2;-18,2
860;12,2;30,4;8,3;31,2;-18,2
861;12,2;30,4;8,3;31,2;-18,2
862;12,3;30,3;8,3;31,2;-18
863;12,4;30,3;8,3;31,2;-17,9
864;12,3;30,2;8,2;31,2;-17,9
865;12,2;30,1;8,1;31,2;-17,9
866;12,1;30;8,1;31,2;-17,9
867;12,1;30;8,1;31,2;-17,9
868;12,1;30;8,1;31,2;-17,9
869;12,1;30,2;8,1;31,2;-18,1
870;12,5;30,2;8,1;31,2;-17,7
871;12,4;30,2;8,1;31,2;-17,8
872;12,2;30,2;8;31,1;-18
873;12,2;30,2;8;31,1;-18
874;12,1;30,2;8;31,1;-18,1
875;12,1;30,3;8;31;-18,2
876;12,1;30,3;8;31;-18,2
877;12,1;30,3;8;31;-18,2
878;12,1;30,2;7,9;31;-18,1
879;12,1;30,2;7,9;31;-18,1
880;12,1;30,2;7,9;31;-18,1
881;12,1;30,2;7,9;31;-18,1
882;12,1;30,3;7,9;31;-18,2
883;12,1;30,3;7,9;31;-18,2
884;12,1;30,3;7,9;30,9;-18,2
885;12,2;30,3;7,9;30,9;-18,1
886;12,2;30,3;7,9;30,9;-18,1
887;12,2;30,3;7,9;30,9;-18,1
888;12,2;30,2;7,9;30,9;-18
889;12,3;30,2;7,8;30,9;-17,9
890;12,4;30,2;7,8;30,9;-17,8
891;12,4;30,3;7,8;30,9;-17,9
892;12,4;30,3;7,8;30,9;-17,9
893;12,3;30,3;7,8;30,9;-18
894;12,3;30,3;7,8;30,9;-18
895;12,3;30,3;7,8;30,9;-18
896;12,3;30,3;7,8;30,9;-18
897;12,2;30,3;7,8;30,9;-18,1
898;12,1;30,3;7,8;30,9;-18,2
899;12,1;30,3;7,8;30,9;-18,2
900;12,1;30,3;7,8;30,9;-18,2
901;12,1;30,3;7,8;30,9;-18,2
902;12,1;30,4;7,8;30,9;-18,3
903;12,1;30,4;7,8;30,9;-18,3
904;12,2;30,5;7,8;31;-18,3
905;12,2;30,5;7,8;31;-18,3
906;12,2;30,5;7,8;31;-18,3
907;12,2;30,5;7,8;31,1;-18,3
908;12,1;30,5;7,8;31,1;-18,4
909;12,1;30,5;7,8;31,1;-18,4
910;12,1;30,4;7,8;31,2;-18,3
911;12,1;30,4;7,8;31,2;-18,3
912;12,1;30,4;7,8;31,2;-18,3
913;12,1;30,5;7,8;31,3;-18,4
914;12,1;30,5;7,8;31,4;-18,4
915;12,2;30,5;7,8;31,4;-18,3
916;12,2;30,5;7,8;31,4;-18,3
917;12,3;30,4;7,8;31,5;-18,1
918;12,3;30,4;7,8;31,5;-18,1
919;12,2;30,4;7,8;31,5;-18,2
920;12,1;30,4;7,8;31,6;-18,3
921;12,2;30,4;7,8;31,6;-18,2
922;12,2;30,4;7,8;31,7;-18,2
923;11,9;30,4;7,8;31,7;-18,5
924;11,8;30,4;7,8;31,7;-18,6
925;11,7;30,4;7,8;31,7;-18,7
926;11,7;30,4;7,7;31,7;-18,7
927;11,7;30,4;7,7;31,8;-18,7
928;11,7;30,4;7,7;31,8;-18,7
929;11,7;30,4;7,7;31,8;-18,7
930;11,8;30,5;7,7;31,8;-18,7
931;11,9;30,5;7,7;31,8;-18,6
932;11,9;30,5;7,7;31,9;-18,6
933;11,9;30,5;7,7;31,9;-18,6
934;11,9;30,5;7,7;31,9;-18,6
935;12;30,5;7,7;31,9;-18,5
936;12;30,5;7,7;31,9;-18,5
937;12;30,5;7,7;31,9;-18,5
938;12;30,5;7,7;31,9;-18,5
939;12;30,5;7,7;32;-18,5
940;12,1;30,5;7,7;32;-18,4
941;12,1;30,5;7,7;32;-18,4
942;12,1;30,6;7,7;32;-18,5
943;12,1;30,6;7,7;32;-18,5
944;12,1;30,6;7,7;32;-18,5
945;12,1;30,6;7,7;32;-18,5
946;12;30,6;7,7;32,1;-18,6
947;11,9;30,6;7,7;32,1;-18,7
948;11,8;30,6;7,7;32,1;-18,8
949;11,7;30,6;7,7;32,1;-18,9
950;11,7;30,6;7,7;32,1;-18,9
951;11,7;30,6;7,7;32,1;-18,9
952;11,6;30,6;7,7;32,1;-19
953;11,6;30,6;7,7;32,1;-19
954;11,6;30,6;7,7;32,2;-19
955;11,6;30,6;7,7;32,2;-19
956;11,4;30,6;7,7;32,2;-19,2
957;11,4;30,6;7,7;32,2;-19,2
958;11,3;30,6;7,7;32,2;-19,3
959;11,1;30,6;7,7;32,2;-19,5
960;11,1;30,6;7,7;32,2;-19,5
961;11,1;30,6;7,7;32,2;-19,5
962;11,1;30,7;7,7;32,2;-19,6
963;11,2;30,7;7,7;32,2;-19,5
964;11,2;30,7;7,7;32,2;-19,5
965;11,2;30,7;7,7;32,2;-19,5
966;11,1;30,7;7,7;32,2;-19,6
967;11,1;31;7,7;32,2;-19,9
968;11;31;7,7;32,2;-20
969;11;31;7,7;32,2;-20
970;11;31;7,7;32,2;-20
971;10,9;31,1;7,7;32,2;-20,2
972;10,9;31,2;7,7;32,2;-20,3
973;10,9;31,2;7,7;32,2;-20,3
974;10,9;31,4;7,7;32,1;-20,5
975;11,2;31,8;7,7;32,1;-20,6
976;11,3;31,9;7,7;32,1;-20,6
977;11,6;31,9;7,7;32,1;-20,3
978;11,2;31,8;7,7;32,1;-20,6
979;11,1;31,7;7,7;32,1;-20,6
980;11;31,6;7,8;32,1;-20,6
981;10,9;31,6;7,8;32,1;-20,7
982;10,9;31,5;7,9;32,1;-20,6
983;11;31,5;7,9;32,1;-20,5
984;11;31,6;7,9;32,1;-20,6
985;11;31,8;7,9;32,1;-20,8
986;11;31,8;7,9;32,1;-20,8
987;11,1;31,7;7,9;32,1;-20,6
988;11,1;31,6;7,9;32,1;-20,5
989;11,1;31,6;7,9;32,1;-20,5
990;11,4;31,5;7,9;32,1;-20,1
991;11,5;31,5;7,9;32,1;-20
992;11,7;31,5;7,9;32,1;-19,8
993;11,6;31,4;7,9;32,1;-19,8
994;11,4;31,5;7,9;32,1;-20,1
995;11,4;31,5;7,9;32,1;-20,1
996;11,3;31,6;7,9;32,1;-20,3
997;11,3;31,6;7,8;32,1;-20,3
998;11,3;31,5;7,8;32,1;-20,2
999;11,3;31,5;7,8;32;-20,2
1000;11,3;31,5;7,8;32;-20,2
1001;11,3;31,5;7,8;32;-20,2
1002;11,3;31,5;7,8;32;-20,2
1003;11,3;31,6;7,7;32;-20,3
1004;11,3;31,6;7,7;32;-20,3
1005;11,3;31,5;7,7;31,9;-20,2
1006;11,3;31,5;7,7;31,9;-20,2
1007;11,3;31,5;7,7;31,9;-20,2
1008;11,3;31,6;7,6;31,9;-20,3
1009;11,5;31,6;7,6;31,9;-20,1
1010;11,4;31,6;7,6;31,9;-20,2
1011;11,4;31,6;7,6;31,9;-20,2
1012;11,3;31,6;7,6;31,9;-20,3
1013;11,2;31,5;7,6;31,9;-20,3
1014;11,3;31,5;7,6;31,9;-20,2
1015;11,3;31,5;7,5;31,9;-20,2
1016;11,3;31,5;7,5;31,9;-20,2
1017;11,3;31,5;7,5;31,9;-20,2
1018;11,3;31,5;7,5;31,9;-20,2
1019;11,3;31,5;7,5;31,9;-20,2
1020;11,3;31,6;7,5;31,9;-20,3
1021;11,2;31,6;7,5;31,9;-20,4
1022;11,2;31,6;7,4;31,9;-20,4
1023;11,1;31,6;7,4;31,9;-20,5
1024;11,1;31,6;7,5;31,9;-20,5
1025;11;31,6;7,5;31,9;-20,6
1026;11,2;31,6;7,5;31,9;-20,4
1027;11,1;31,6;7,5;31,9;-20,5
1028;10,9;31,7;7,5;31,9;-20,8
1029;10,8;31,6;7,5;31,9;-20,8
1030;10,9;31,6;7,5;31,9;-20,7
1031;11;31,6;7,5;31,9;-20,6
1032;11,2;31,6;7,5;31,9;-20,4
1033;11,3;31,6;7,5;31,9;-20,3
1034;11,3;31,7;7,5;32;-20,4
1035;11,3;31,7;7,5;32;-20,4
1036;11,3;31,7;7,5;32,1;-20,4
1037;11,3;31,7;7,5;32,1;-20,4
1038;11,3;31,7;7,5;32,2;-20,4
1039;11,3;31,7;7,5;32,2;-20,4
1040;11,3;31,7;7,5;32,2;-20,4
1041;11,3;31,7;7,5;32,3;-20,4
1042;11,3;31,7;7,5;32,4;-20,4
1043;11,3;31,7;7,5;32,4;-20,4
1044;11,3;31,7;7,5;32,5;-20,4
1045;11,3;31,7;7,5;32,5;-20,4
1046;11,3;31,6;7,5;32,6;-20,3
1047;11,3;31,6;7,5;32,6;-20,3
1048;11,3;31,6;7,5;32,6;-20,3
1049;11,3;31,6;7,5;32,7;-20,3
1050;11,3;31,6;7,5;32,7;-20,3
1051;11,2;31,7;7,5;32,7;-20,5
1052;11,1;31,7;7,5;32,7;-20,6
1053;11,1;31,7;7,5;32,8;-20,6
1054;11,1;31,7;7,5;32,8;-20,6
1055;11,1;31,7;7,5;32,8;-20,6
1056;11;31,7;7,5;32,8;-20,7
1057;11;31,7;7,5;32,8;-20,7
1058;11;31,7;7,5;32,8;-20,7
1059;11,1;31,7;7,5;32,9;-20,6
1060;11,1;31,8;7,5;32,9;-20,7
1061;11,1;31,8;7,5;32,9;-20,7
1062;11,2;31,8;7,5;32,9;-20,6
1063;11,2;31,8;7,5;32,9;-20,6
1064;11,2;31,8;7,5;32,9;-20,6
1065;11,2;31,8;7,5;33;-20,6
1066;11,2;31,8;7,5;33;-20,6
1067;11,2;31,8;7,5;33;-20,6
1068;11,2;31,8;7,4;33;-20,6
1069;11,1;31,8;7,4;33;-20,7
1070;11,1;31,8;7,4;33;-20,7
1071;11;31,9;7,4;33;-20,9
1072;10,9;31,9;7,5;33;-21
1073;10,9;31,9;7,5;33;-21
1074;10,9;31,9;7,5;33;-21
1075;10,9;31,9;7,5;33,1;-21
1076;10,9;31,9;7,5;33,1;-21
1077;10,8;31,9;7,5;33,1;-21,1
1078;10,6;31,9;7,5;33,1;-21,3
1079;10,5;31,9;7,5;33,1;-21,4
1080;10,3;31,9;7,5;33,1;-21,6
1081;10,3;31,9;7,5;33,1;-21,6
1082;10,3;31,9;7,5;33,1;-21,6
1083;10,4;31,9;7,5;33,1;-21,5
1084;10,5;31,9;7,5;33,1;-21,4
1085;10,5;31,9;7,5;33,2;-21,4
1086;10,6;31,9;7,4;33,2;-21,3
1087;10,6;31,9;7,4;33,2;-21,3
1088;10,7;31,9;7,4;33,2;-21,2
1089;10,8;31,9;7,4;33,2;-21,1
1090;10,9;31,9;7,4;33,2;-21
1091;10,9;31,9;7,4;33,2;-21
1092;11;32,2;7,4;33,2;-21,2
1093;11,2;32,4;7,4;33,2;-21,2
1094;11,2;32,6;7,3;33,2;-21,4
1095;11,1;32,5;7,3;33,2;-21,4
1096;11,1;32,4;7,3;33,2;-21,3
1097;10,9;32,4;7,3;33,2;-21,5
1098;10,8;32,4;7,3;33,1;-21,6
1099;10,7;32,5;7,3;33,1;-21,8
1100;10,7;32,5;7,3;33,1;-21,8
1101;10,8;32,5;7,3;33,1;-21,7
1102;10,8;32,5;7,3;33;-21,7
1103;10,7;32,5;7,3;33;-21,8
1104;10,6;32,5;7,2;33;-21,9
1105;10,3;32,5;7,2;33;-22,2
1106;10,3;32,6;7,2;33;-22,3
1107;10,3;32,6;7,2;33;-22,3
1108;10,2;32,6;7,2;33;-22,4
1109;10,2;32,6;7,2;33;-22,4
1110;10,3;32,6;7,2;33;-22,3
1111;10,3;32,6;7,2;33;-22,3
1112;10,5;32,6;7,2;33;-22,1
1113;10,5;32,7;7,2;33;-22,2
1114;10,3;32,7;7,2;33;-22,4
1115;10,3;32,7;7,2;33;-22,4
1116;10,3;32,7;7,2;33;-22,4
1117;10,4;32,7;7,1;33;-22,3
1118;10,4;32,6;7,1;33;-22,2
1119;10,4;32,7;7;33;-22,3
1120;10,4;32,8;7;33;-22,4
1121;10,4;32,8;7;33;-22,4
1122;10,4;32,8;6,9;33;-22,4
1123;10,4;32,7;6,9;33;-22,3
1124;10,4;32,7;6,9;33;-22,3
1125;10,4;32,8;7;33;-22,4
1126;10,4;32,8;7;33;-22,4
1127;10,4;32,8;6,9;33;-22,4
1128;10,4;32,8;6,9;33;-22,4
1129;10,3;32,9;6,9;32,9;-22,6
1130;10,3;33;6,8;32,9;-22,7
1131;10,6;32,9;6,8;32,9;-22,3
1132;10,7;32,8;6,8;32,9;-22,1
1133;10,7;32,7;6,8;32,9;-22
1134;10,7;32,7;6,8;32,9;-22
1135;10,6;32,7;6,8;32,9;-22,1
1136;10,5;32,7;6,8;32,9;-22,2
1137;10,4;32,6;6,7;32,8;-22,2
1138;10,6;32,6;6,7;32,8;-22
1139;10,7;32,7;6,7;32,8;-22
1140;10,5;32,7;6,7;32,8;-22,2
1141;10,4;32,7;6,6;32,8;-22,3
1142;10,4;32,6;6,6;32,8;-22,2
1143;10,4;32,6;6,6;32,8;-22,2
1144;10,4;32,7;6,6;32,8;-22,3
1145;10,4;32,7;6,6;32,8;-22,3
1146;10,4;32,7;6,6;32,7;-22,3
1147;10,4;32,7;6,6;32,7;-22,3
1148;10,4;32,7;6,6;32,7;-22,3
1149;10,4;32,7;6,6;32,7;-22,3
1150;10,3;32,7;6,6;32,7;-22,4
1151;10,3;32,7;6,6;32,7;-22,4
1152;10,3;32,7;6,5;32,7;-22,4
1153;10,3;32,7;6,5;32,7;-22,4
1154;10,3;32,7;6,5;32,7;-22,4
1155;10,3;32,7;6,5;32,7;-22,4
1156;10,3;32,7;6,5;32,7;-22,4
1157;10,3;32,7;6,5;32,7;-22,4
1158;10,3;32,7;6,5;32,7;-22,4
1159;10,3;32,7;6,5;32,7;-22,4
1160;10,4;32,7;6,5;32,7;-22,3
1161;10,4;32,8;6,5;32,7;-22,4
1162;10,4;32,8;6,5;32,7;-22,4
1163;10,4;32,8;6,5;32,7;-22,4
1164;10,4;32,8;6,5;32,7;-22,4
1165;10,4;32,8;6,5;32,7;-22,4
1166;10,4;32,8;6,5;32,7;-22,4
1167;10,4;32,8;6,5;32,7;-22,4
1168;10,3;32,8;6,5;32,7;-22,5
1169;10,2;32,8;6,5;32,7;-22,6
1170;10,2;32,8;6,5;32,7;-22,6
1171;10,3;32,8;6,5;32,7;-22,5
1172;10,3;32,8;6,5;32,8;-22,5
1173;10,4;32,7;6,5;32,8;-22,3
1174;10,5;32,7;6,5;32,8;-22,2
1175;10,5;32,8;6,5;32,8;-22,3
1176;10,5;32,8;6,5;32,8;-22,3
1177;10,4;32,9;6,5;32,9;-22,5
1178;10,1;33;6,5;32,9;-22,9
1179;10;33;6,5;33;-23
1180;10;33;6,5;33;-23
1181;10,1;33;6,5;33;-22,9
1182;10,1;33;6,5;33,1;-22,9
1183;10,3;33;6,5;33,1;-22,7
1184;10,4;33;6,5;33,2;-22,6
1185;10,4;33;6,5;33,2;-22,6
1186;10,4;33;6,5;33,3;-22,6
1187;10,4;33;6,5;33,3;-22,6
1188;10,2;33;6,5;33,3;-22,8
1189;10,2;33;6,5;33,4;-22,8
1190;10,2;33;6,5;33,4;-22,8
1191;10,3;33;6,5;33,4;-22,7
1192;10,3;33;6,5;33,4;-22,7
1193;10,3;33;6,5;33,5;-22,7
1194;10,3;33;6,5;33,5;-22,7
1195;10,2;33;6,5;33,5;-22,8
1196;10,2;33;6,5;33,5;-22,8
1197;10,1;33;6,5;33,5;-22,9
1198;10,1;33;6,5;33,6;-22,9
1199;10;33;6,5;33,6;-23
1200;10,1;33;6,5;33,6;-22,9
1201;10,1;33;6,5;33,6;-22,9
1202;10;32,9;6,5;33,6;-22,9
1203;10;32,9;6,5;33,6;-22,9
1204;9,9;32,9;6,5;33,6;-23
1205;9,9;32,9;6,5;33,6;-23
1206;9,9;32,9;6,5;33,6;-23
1207;9,9;32,9;6,5;33,6;-23
1208;9,9;32,9;6,5;33,7;-23
1209;9,9;32,9;6,5;33,8;-23
1210;9,9;32,9;6,5;33,8;-23
1211;9,9;33;6,5;33,8;-23,1
1212;9,9;33;6,5;33,8;-23,1
1213;9,9;33,1;6,5;33,8;-23,2
1214;10;33,2;6,5;33,8;-23,2
1215;10;33,4;6,5;33,8;-23,4
1216;10;33,4;6,5;33,8;-23,4
1217;10;33,3;6,5;33,8;-23,3
1218;10;33,2;6,5;33,8;-23,2
1219;10,1;33,3;6,5;33,7;-23,2
1220;10;33,3;6,5;33,7;-23,3
1221;10,1;33,5;6,5;33,7;-23,4
1222;10,1;33,5;6,5;33,7;-23,4
1223;10,1;33,6;6,5;33,7;-23,5
1224;10;33,8;6,5;33,6;-23,8
1225;10,1;33,8;6,5;33,6;-23,7
1226;9,9;33,8;6,5;33,6;-23,9
1227;9,9;33,9;6,5;33,6;-24
1228;10;33,9;6,6;33,6;-23,9
1229;10,1;33,9;6,6;33,6;-23,8
1230;10,1;34;6,6;33,6;-23,9
1231;10,1;34;6,7;33,6;-23,9
1232;10,1;34;6,7;33,6;-23,9
1233;10,1;33,9;6,8;33,6;-23,8
1234;10;33,9;6,8;33,6;-23,9
1235;10;33,9;6,9;33,6;-23,9
1236;10;33,9;6,9;33,6;-23,9
1237;10;33,9;6,9;33,6;-23,9
1238;10;33,9;6,9;33,6;-23,9
1239;10;33,9;6,9;33,6;-23,9
1240;9,9;33,8;6,9;33,6;-23,9
1241;9,9;33,9;6,9;33,6;-24
1242;9,9;33,9;6,8;33,6;-24
1243;9,9;33,8;6,8;33,6;-23,9
1244;9,9;33,8;6,8;33,6;-23,9
1245;9,9;33,8;6,8;33,6;-23,9
1246;9,9;33,8;6,8;33,6;-23,9
1247;9,9;33,8;6,8;33,6;-23,9
1248;9,9;33,8;6,8;33,6;-23,9
1249;9,9;33,8;6,8;33,5;-23,9
1250;9,9;33,8;6,8;33,5;-23,9
1251;9,9;33,8;6,7;33,5;-23,9
1252;9,9;33,8;6,7;33,5;-23,9
1253;9,9;33,8;6,7;33,5;-23,9
1254;9,9;33,8;6,7;33,5;-23,9
1255;9,9;33,8;6,7;33,5;-23,9
1256;10;33,8;6,7;33,4;-23,8
1257;10;33,8;6,7;33,4;-23,8
1258;9,9;33,8;6,7;33,4;-23,9
1259;9,9;33,8;6,6;33,4;-23,9
1260;9,9;33,8;6,6;33,4;-23,9
1261;9,9;33,8;6,6;33,4;-23,9
1262;9,9;33,8;6,6;33,4;-23,9
1263;9,9;33,8;6,6;33,4;-23,9
