Zeit t / s;Spannung U_B1 / V;Ereignisse N_A;Kanal n_A;Energie E_A / keV;Rate R_A / 1/s;Relais R_1;Spannung U_A / V;Spannungsquelle S_1
19,2;0;21;192;10,6412984579911;209,648094027059;0;1,1640625;1
19,3;0;18;193;10,6969981265312;209,648094027059;0;1,1640625;1
19,4;0;23;194;10,7526977950713;209,648094027059;0;1,1640625;1
19,5;0;29;195;10,8083974636115;209,648094027059;0;1,1640625;1
19,601;0;14;196;10,8640971321516;209,648094027059;0;1,1640625;1
19,7;0;35;197;10,9197968006917;209,648094027059;0;1,1640625;1
19,8;0;20;198;10,9754964692319;209,648094027059;0;1,1640625;1
19,9;0;33;199;11,031196137772;201,475946628721;0;1,1640625;1
20;0;34;200;11,0868958063121;201,475946628721;0;1,1640625;1
20,101;0;52;201;11,1425954748523;201,475946628721;0;1,1640625;1
20,2;0;55;202;11,1982951433924;201,475946628721;0;1,1640625;1
20,3;0;77;203;11,2539948119326;201,475946628721;0;1,1640625;1
20,401;0;84;204;11,3096944804727;201,475946628721;0;1,1640625;1
20,5;0;108;205;11,3653941490128;201,475946628721;0;1,1640625;1
20,6;0;99;206;11,421093817553;201,475946628721;0;1,1640625;1
20,7;0;102;207;11,4767934860931;201,475946628721;0;1,1640625;1
20,8;0;104;208;11,5324931546332;199,990178260134;0;1,1640625;1
20,9;0;92;209;11,5881928231734;199,990178260134;0;1,1640625;1
21;0;102;210;11,6438924917135;199,990178260134;0;1,1640625;1
21,101;0;89;211;11,6995921602536;199,990178260134;0;1,1640625;1
21,201;0;82;212;11,7552918287938;199,990178260134;0;1,1640625;1
21,3;0;52;213;11,8109914973339;199,990178260134;0;1,1640625;1
21,401;0;43;214;11,866691165874;199,990178260134;0;1,1640625;1
21,5;0;38;215;11,9223908344142;199,990178260134;0;1,1640625;1
21,6;0;35;216;11,9780905029543;199,990178260134;0;1,1640625;1
21,7;0;33;217;12,0337901714945;217,514295461209;0;1,1640625;1
21,8;0;33;218;12,0894898400346;217,514295461209;0;1,1640625;1
21,901;0;33;219;12,1451895085747;217,514295461209;0;1,1640625;1
22;0;26;220;12,2008891771149;217,514295461209;0;1,1640625;1
22,1;0;25;221;12,256588845655;217,514295461209;0;1,1640625;1
22,2;0;31;222;12,3122885141951;217,514295461209;0;1,1640625;1
22,3;0;19;223;12,3679881827353;217,514295461209;0;1,1640625;1
22,4;0;24;224;12,4236878512754;217,514295461209;0;1,1640625;1
22,5;0;26;225;12,4793875198155;217,514295461209;0;1,1640625;1
22,6;0;29;226;12,5350871883557;204,430520454551;0;1,1640625;1
22,7;0;31;227;12,5907868568958;204,430520454551;0;1,1640625;1
22,8;0;22;228;12,6464865254359;204,430520454551;0;1,1640625;1
22,9;0;37;229;12,7021861939761;204,430520454551;0;1,1640625;1
23,001;0;24;230;12,7578858625162;204,430520454551;0;1,1640625;1
