Distance_(pixels),Gray_Value
402,49.494
403,48.834
404,49.547
405,50.102
406,50.257
407,51.917
408,51.204
409,49.883
410,47.962
411,46.192
412,46.868
413,46.826
414,45.385
415,44.392
416,43.147
417,43.974
418,43.977
419,42.672
420,41.642
421,41.004
422,41.796
423,42.558
424,44.592
425,44.132
426,42.204
427,40.826
428,41.691
429,42.121
430,42.106
431,41.785
432,40.687
433,40.698
434,39.347
435,38.996
436,39.109
437,40.392
438,41.328
439,41.875
440,39.743
441,40.592
442,40.332
443,39.215
444,38.758
445,37.098
446,35.611
447,35.860
448,36.891
449,38.902
450,37.758
451,34.528
452,32.026
453,31.034
454,31.925
455,31.592
456,31.679
457,31.702
458,31.325
459,28.449
460,27.004
461,27.140
462,27.558
463,27.475
464,30.962
465,29.721
466,30.362
467,31.087
468,32.192
469,32.962
470,33.596
471,34.408
472,35.951
473,37.004
474,36.291
475,36.547
476,34.332
477,35.491
478,37.777
479,37.653
480,39.362
481,40.143
482,40.683
483,40.894
484,39.242
485,38.249
486,38.392
487,37.921
488,39.649
489,38.981
490,38.875
491,38.943
492,39.691
493,38.966
494,37.702
495,37.287
496,36.943
497,37.611
498,40.442
499,40.785
500,40.555
501,40.015
502,41.781
503,44.385
504,45.291
505,45.219
506,45.332
507,46.943
508,48.008
509,46.392
510,46.215
511,47.260
512,48.679
513,50.245
514,50.494
515,51.042
516,49.532
517,50.657
518,49.853
519,50.581
520,50.992
521,51.023
522,52.725
523,52.781
524,52.453
525,52.732
526,52.536
527,51.962
528,52.608
529,54.136
530,55.287
531,54.253
532,53.019
533,53.170
534,52.940
535,53.189
536,53.619
537,53.540
538,53.057
539,52.513
540,53.117
541,53.928
542,55.321
543,55.464
544,55.751
545,57.125
546,57.792
547,59.438
548,61.008
549,60.977
550,62.219
551,62.974
552,63.766
553,63.313
554,62.868
555,62.766
556,63.732
557,65.302
558,65.792
559,65.000
560,63.902
561,63.162
562,62.883
563,63.687
564,65.219
565,66.087
566,65.789
567,64.460
568,63.551
569,61.845
570,60.992
571,60.921
572,59.875
573,60.921
574,60.936
575,59.200
576,58.343
577,57.713
578,58.242
579,58.834
580,58.219
581,56.121
582,55.026
583,53.796
584,53.060
585,53.966
586,53.532
587,53.789
588,54.608
589,53.751
590,52.845
591,52.936
592,54.166
593,53.781
594,54.204
595,53.634
596,53.898
597,53.653
598,54.008
599,54.506
600,53.872
601,52.158
602,50.283
603,50.740
604,51.479
605,51.030
606,49.872
607,48.868
608,49.551
609,49.585
610,49.566
611,49.811
612,50.245
613,50.457
614,49.438
615,48.717
616,48.162
617,48.181
618,47.883
619,47.630
620,47.774
621,47.732
622,46.517
623,45.057
624,44.211
625,42.200
626,40.113
627,37.317
628,35.506
629,32.313
630,28.868
631,26.962
632,26.558
633,26.706
634,26.940
635,29.287
636,31.683
637,31.679
638,31.683
639,31.200
640,30.762
641,30.128
642,28.475
643,27.502
644,27.460
645,26.672
646,28.275
647,27.875
648,26.264
649,27.004
650,25.457
651,24.925
652,25.796
653,28.709
654,28.419
655,27.755
656,28.513
657,28.264
658,28.872
659,28.596
660,28.585
661,28.328
662,27.928
663,25.936
664,25.075
665,24.977
666,25.234
667,25.230
668,25.766
669,25.683
670,25.789
671,25.408
672,25.698
673,25.649
674,24.302
675,24.411
676,23.811
677,23.113
678,22.860
679,22.623
680,22.600
681,21.702
682,20.989
683,21.536
684,21.355
685,21.630
686,21.208
687,21.298
688,23.140
689,23.449
690,22.811
691,22.649
692,22.785
693,23.638
694,24.355
695,23.177
696,23.253
697,23.400
698,24.238
699,24.494
700,25.343
701,26.555
702,27.442
703,29.596
704,30.642
705,32.747
706,32.962
707,34.875
708,35.087
709,35.657
710,36.143
711,38.604
712,39.008
713,39.811
714,40.230
715,43.792
716,44.275
717,44.351
718,43.740
719,43.928
720,44.804
721,46.570
722,46.928
723,47.000
724,47.204
725,46.951
726,47.528
727,48.645
728,48.287
729,48.068
730,47.449
731,48.577
732,50.004
733,50.170
734,50.094
735,51.098
736,51.491
737,51.460
738,51.381
739,52.023
740,52.849
741,53.838
742,53.623
743,54.098
744,54.306
745,54.596
746,54.970
747,56.857
748,56.668
749,57.540
750,59.800
751,61.249
752,61.547
753,62.362
754,62.932
755,63.887
756,64.060
757,63.242
758,62.015
759,61.777
760,62.143
761,62.958
762,62.872
763,62.106
764,61.868
765,60.951
766,61.668
767,61.215
768,61.038
769,62.132
770,61.136
771,58.796
772,59.355
773,57.709
774,57.483
775,55.917
776,54.392
777,54.385
778,53.977
779,52.928
780,52.211
781,53.004
782,52.615
783,51.974
784,51.653
785,50.955
786,49.170
787,48.732
788,48.691
789,49.543
790,49.826
791,49.675
792,50.034
793,50.558
794,50.766
795,49.664
796,48.781
797,48.970
798,48.570
799,47.004
800,47.875
801,48.619
802,48.891
803,49.849
804,48.215
805,47.660
806,47.819
807,46.857
808,46.366
809,44.045
810,42.721
811,41.585
812,40.543
813,40.083
814,39.721
815,38.766
816,38.819
817,36.525
818,34.192
819,33.921
820,32.887
821,30.442
822,28.687
823,29.532
824,29.249
825,28.743
826,26.513
827,26.917
828,26.721
829,27.155
830,25.864
831,25.438
832,26.015
833,26.525
834,27.291
835,27.332
836,27.947
837,28.434
838,28.019
839,27.094
840,26.468
841,26.566
842,26.162
843,26.830
844,25.226
845,23.445
846,22.457
847,21.845
848,23.264
849,22.845
850,23.419
851,22.887
852,21.294
853,20.630
854,21.558
855,22.121
856,22.811
857,22.008
858,21.762
859,22.570
860,23.053
861,26.377
862,25.574
863,24.936
864,23.551
865,22.494
866,24.294
867,24.702
868,24.781
869,24.026
870,23.664
871,24.483
872,24.838
873,24.842
874,22.996
875,21.962
876,22.709
877,22.487
878,22.815
879,23.566
880,23.925
881,24.011
882,23.596
883,22.792
884,23.215
885,23.494
886,24.872
887,24.694
888,25.343
889,25.785
890,25.943
891,25.883
892,26.381
893,26.358
894,25.596
895,25.940
896,25.657
897,26.887
898,27.068
899,27.204
900,26.702
901,27.340
902,29.230
903,28.453
904,29.555
905,31.309
906,32.917
907,35.928
908,37.638
909,36.992
910,36.860
911,39.740
912,40.306
913,39.766
914,40.060
915,40.034
916,40.985
917,41.283
918,42.879
919,42.864
920,43.392
921,43.932
922,44.242
923,43.709
924,43.283
925,42.336
926,42.755
927,43.328
928,44.019
929,42.347
930,42.902
931,42.826
932,43.136
933,45.249
934,46.845
935,46.000
936,44.419
937,44.717
938,45.355
939,44.600
940,46.083
941,47.253
942,47.325
943,47.192
944,47.951
945,48.581
946,49.445
947,51.679
948,53.057
949,54.328
950,53.219
951,53.377
952,54.396
953,54.732
954,54.540
955,54.155
956,53.053
957,52.434
958,51.758
959,52.215
960,51.887
961,51.008
962,50.506
963,49.377
964,49.177
965,49.291
966,49.121
967,48.362
968,47.377
969,48.079
970,48.755
971,47.411
972,46.445
973,44.442
974,44.106
975,43.098
976,41.811
977,41.740
978,41.075
979,40.011
980,38.502
981,36.566
982,33.630
983,32.830
984,33.491
985,31.668
986,28.985
987,27.325
988,25.162
989,24.845
990,24.313
991,23.268
992,23.615
993,24.411
994,24.543
995,22.713
996,21.947
997,21.875
998,23.219
999,23.355
1000,24.785
1001,25.064
1002,25.581
1003,27.117
1004,26.551
1005,26.226
1006,26.668
1007,26.679
1008,26.992
1009,28.000
1010,29.713
1011,30.989
1012,32.151
1013,32.581
1014,32.389
1015,33.521
1016,34.781
1017,35.732
1018,36.558
1019,37.147
1020,38.200
1021,36.257
1022,36.842
1023,37.155
1024,37.532
1025,38.826
1026,39.377
1027,40.740
1028,40.917
1029,41.521
1030,43.008
1031,43.291
1032,42.626
1033,42.796
1034,43.008
1035,44.551
1036,45.751
1037,46.113
1038,45.955
1039,46.491
1040,46.800
1041,46.966
1042,46.328
1043,46.162
1044,47.604
1045,47.509
1046,46.898
1047,46.736
1048,46.457
1049,46.170
1050,46.113
1051,45.170
1052,44.936
1053,44.487
1054,44.366
1055,44.683
1056,45.811
1057,46.955
1058,48.249
1059,48.343
1060,47.475
1061,45.532
1062,44.883
1063,45.664
1064,46.004
1065,47.962
1066,49.464
1067,50.000
1068,49.989
1069,49.042
1070,49.732
1071,48.758
1072,48.185
1073,46.181
1074,44.468
1075,43.951
1076,44.049
1077,42.411
1078,43.464
1079,42.913
1080,41.887
1081,41.619
1082,39.362
1083,37.860
1084,37.404
1085,36.234
1086,34.872
1087,32.955
1088,32.060
1089,29.668
1090,26.151
1091,27.045
1092,28.408
1093,28.785
1094,29.898
1095,30.894
1096,30.521
1097,31.494
1098,32.170
1099,33.868
1100,34.974
1101,33.842
1102,34.272
1103,35.547
1104,33.909
1105,33.543
1106,32.694
1107,32.891
1108,32.223
1109,32.392
1110,31.381
1111,30.581
1112,29.834
1113,29.351
1114,28.796
1115,29.955
1116,29.185
1117,29.238
1118,29.283
1119,28.125
1120,28.660
1121,30.253
1122,29.717
1123,30.774
1124,31.634
1125,30.906
1126,30.064
1127,30.215
1128,29.762
1129,29.709
1130,31.770
1131,30.268
1132,30.502
1133,30.328
1134,29.543
1135,29.600
1136,28.049
1137,26.468
1138,26.883
1139,27.200
1140,27.653
1141,25.962
1142,26.657
1143,26.132
1144,24.396
1145,23.917
1146,23.902
1147,22.958
1148,23.321
1149,22.860
1150,23.242
1151,23.804
1152,23.634
1153,23.774
1154,23.751
1155,23.498
1156,22.706
1157,22.517
1158,23.200
1159,23.143
1160,23.958
1161,24.928
1162,27.445
1163,28.249
1164,27.509
1165,27.626
1166,27.909
1167,28.860
1168,30.502
1169,32.245
1170,32.415
1171,31.679
1172,31.257
1173,31.340
1174,33.430
1175,33.887
1176,34.309
1177,33.694
1178,33.664
1179,34.657
1180,36.121
1181,37.517
1182,39.506
1183,40.853
1184,40.785
1185,40.781
1186,42.117
1187,43.091
1188,43.385
1189,43.845
1190,44.426
1191,42.287
1192,41.321
1193,43.238
1194,44.109
1195,45.600
1196,46.158
1197,47.502
1198,47.849
1199,49.249
1200,49.592
1201,50.577
1202,50.830
1203,50.966
1204,51.521
1205,50.245
1206,50.536
1207,51.283
1208,52.751
1209,54.049
1210,54.506
1211,54.977
1212,54.868
1213,56.445
1214,57.170
1215,56.626
1216,57.072
1217,56.668
1218,57.355
1219,58.366
1220,59.608
1221,61.302
1222,62.128
1223,64.374
1224,64.475
1225,63.445
1226,62.996
1227,63.283
1228,63.475
1229,64.008
1230,64.966
1231,63.758
1232,63.366
1233,63.411
1234,64.015
1235,61.540
1236,59.966
1237,59.815
1238,59.340
1239,57.804
1240,57.174
1241,58.936
1242,58.668
1243,59.434
1244,58.770
1245,59.079
1246,57.853
1247,58.989
1248,60.370
1249,60.740
1250,61.423
1251,62.362
1252,63.498
1253,64.332
1254,64.619
1255,66.181
1256,66.962
1257,66.845
1258,67.151
1259,65.011
1260,64.317
1261,64.638
1262,64.260
1263,64.060
1264,63.721
1265,61.140
1266,60.464
1267,60.204
1268,59.317
1269,59.106
1270,57.872
1271,57.543
1272,56.434
1273,55.955
1274,54.513
1275,53.226
1276,53.136
1277,52.487
1278,52.453
1279,53.166
1280,52.574
1281,52.143
1282,51.302
1283,49.181
1284,48.151
1285,49.060
1286,49.660
1287,48.917
1288,47.562
1289,45.747
1290,45.653
1291,44.925
1292,43.098
1293,42.317
1294,42.030
1295,40.434
1296,39.453
1297,38.525
1298,37.091
1299,36.000
1300,34.298
1301,33.853
1302,33.162
1303,32.185
1304,30.623
1305,29.758
1306,29.068
1307,28.268
1308,27.970
1309,28.189
1310,27.838
1311,26.400
1312,24.596
1313,24.857
1314,24.385
1315,24.204
1316,25.189
1317,25.377
1318,25.196
1319,25.362
1320,25.370
1321,26.381
1322,26.694
1323,27.287
1324,28.317
1325,27.472
1326,27.551
1327,27.438
1328,27.366
1329,28.389
1330,29.106
1331,30.430
1332,30.664
1333,30.589
1334,30.819
1335,29.513
1336,28.642
1337,28.419
1338,29.460
1339,30.551
1340,31.087
1341,32.260
1342,31.687
1343,31.121
1344,30.626
1345,29.808
1346,29.264
1347,28.517
1348,27.898
1349,26.894
1350,27.174
1351,27.664
1352,28.800
1353,28.192
1354,28.642
1355,28.713
1356,30.611
1357,32.177
1358,33.925
1359,36.762
1360,38.023
1361,41.328
1362,42.000
1363,42.777
1364,43.551
1365,43.706
1366,43.660
1367,44.460
1368,45.340
1369,47.857
1370,48.513
1371,49.838
1372,48.513
1373,47.962
1374,49.449
1375,51.155
1376,52.294
1377,54.615
1378,55.366
1379,56.826
1380,56.751
1381,57.879
1382,58.547
1383,58.642
1384,58.653
1385,60.023
1386,61.015
1387,60.389
1388,59.491
1389,58.883
1390,59.513
1391,58.355
1392,57.487
1393,57.589
1394,56.294
1395,56.962
1396,58.974
1397,59.438
1398,58.955
1399,58.136
1400,58.370
1401,59.917
1402,59.094
1403,58.464
1404,59.430
1405,60.472
1406,62.600
1407,64.158
1408,64.974
1409,67.415
1410,68.004
1411,68.419
1412,68.147
1413,67.811
1414,66.921
1415,67.223
1416,68.698
1417,70.649
1418,70.600
1419,70.909
1420,71.317
1421,71.434
1422,71.770
1423,71.758
1424,72.491
1425,73.098
1426,73.291
1427,72.842
1428,71.302
1429,70.400
1430,70.268
1431,70.694
1432,71.034
1433,70.502
1434,71.117
1435,71.521
1436,72.234
1437,71.668
1438,71.249
1439,71.181
1440,70.657
1441,70.325
1442,69.781
1443,69.053
1444,67.785
1445,67.751
1446,67.645
1447,66.826
1448,65.981
1449,65.781
1450,66.725
1451,65.570
1452,64.370
1453,63.257
1454,62.558
1455,62.185
1456,61.068
1457,60.740
1458,60.374
1459,60.242
1460,60.449
1461,59.849
1462,59.306
1463,58.796
1464,57.713
1465,56.543
1466,55.309
1467,52.985
1468,51.740
1469,51.026
1470,49.947
1471,50.102
1472,49.675
1473,49.215
1474,48.540
1475,47.804
1476,46.826
1477,44.736
1478,43.792
1479,43.596
1480,43.442
1481,43.702
1482,42.283
1483,41.208
1484,38.385
1485,35.449
1486,32.389
1487,31.483
1488,29.264
1489,28.328
1490,24.313
1491,21.996
1492,20.630
1493,19.796
1494,19.426
1495,19.015
1496,17.736
1497,17.849
1498,18.683
1499,19.536
1500,20.536
1501,20.596
1502,20.158
1503,21.109
1504,21.789
1505,22.438
1506,21.460
1507,22.483
1508,23.970
1509,24.913
1510,26.592
1511,28.140
1512,28.555
1513,30.536
1514,30.547
1515,30.208
1516,29.483
1517,29.479
1518,29.283
1519,29.992
1520,30.966
1521,31.404
1522,32.483
1523,33.434
1524,34.298
1525,33.891
1526,33.928
1527,34.875
1528,35.781
1529,36.026
1530,36.306
1531,37.113
1532,37.909
1533,39.502
1534,40.592
1535,41.547
1536,43.464
1537,44.366
1538,44.766
1539,46.143
1540,47.347
1541,48.026
1542,48.891
1543,47.204
1544,46.275
1545,44.411
1546,41.574
1547,39.951
1548,40.140
1549,39.630
1550,40.181
1551,41.008
1552,41.585
1553,42.072
1554,45.143
1555,45.313
1556,47.155
1557,49.155
1558,50.902
1559,52.777
1560,54.913
1561,55.177
1562,56.834
1563,56.691
1564,57.792
1565,58.702
1566,58.566
1567,56.430
1568,54.770
1569,54.728
1570,55.117
1571,54.675
1572,53.826
1573,53.355
1574,52.928
1575,52.151
1576,52.536
1577,53.528
1578,55.325
1579,56.408
1580,56.660
1581,57.630
1582,57.328
1583,58.192
1584,58.928
1585,58.819
1586,59.691
1587,60.249
1588,60.925
1589,60.370
1590,61.215
1591,61.604
1592,61.004
1593,60.762
1594,61.174
1595,61.294
1596,61.257
1597,60.966
1598,60.608
1599,60.740
1600,61.049
1601,60.902
1602,61.181
1603,61.551
1604,61.823
1605,61.970
1606,62.513
1607,62.600
1608,63.653
1609,63.362
1610,62.853
1611,62.615
1612,62.117
1613,62.208
1614,61.494
1615,60.532
1616,60.577
1617,60.921
1618,61.306
1619,60.460
1620,59.102
1621,58.185
1622,57.875
1623,58.128
1624,57.777
1625,57.536
1626,57.792
1627,57.053
1628,55.872
1629,54.781
1630,53.377
1631,52.181
1632,50.728
1633,49.385
1634,48.147
1635,48.128
1636,48.619
1637,49.230
1638,48.558
1639,45.325
1640,44.204
1641,43.709
1642,43.725
1643,44.060
1644,42.875
1645,42.834
1646,42.057
1647,40.370
1648,39.902
1649,39.181
1650,37.019
1651,35.691
1652,35.223
1653,33.321
1654,31.819
1655,30.434
1656,29.000
1657,30.215
1658,28.015
1659,27.053
1660,25.672
1661,25.970
1662,26.989
1663,27.830
1664,28.087
1665,29.121
1666,30.396
1667,33.249
1668,33.283
1669,34.811
1670,37.574
1671,39.608
1672,41.498
1673,43.117
1674,45.415
1675,46.426
1676,47.189
1677,48.562
1678,48.883
1679,50.106
1680,51.158
1681,51.672
1682,51.347
1683,51.985
1684,52.242
1685,52.872
1686,53.781
1687,53.830
1688,53.045
1689,53.449
1690,54.796
1691,58.211
1692,60.083
1693,60.932
1694,60.128
1695,62.781
1696,64.313
1697,64.977
1698,63.762
1699,62.653
1700,62.019
1701,61.158
1702,60.370
1703,59.528
1704,57.434
1705,55.034
1706,53.102
1707,52.151
1708,53.430
1709,54.143
1710,54.981
1711,53.921
1712,54.509
1713,56.189
1714,57.815
1715,59.826
1716,61.004
1717,62.951
1718,64.879
1719,66.675
1720,67.604
1721,68.004
1722,68.513
1723,70.808
1724,71.087
1725,71.981
1726,71.932
1727,73.023
1728,72.004
1729,71.298
1730,71.023
1731,71.366
1732,71.728
1733,72.619
1734,74.170
1735,75.358
1736,75.872
1737,75.751
1738,76.408
1739,76.781
1740,76.947
1741,77.049
1742,76.796
1743,76.811
1744,76.898
1745,77.094
1746,77.245
1747,77.623
1748,77.351
1749,76.302
1750,77.083
1751,76.645
1752,76.955
1753,77.264
1754,77.049
1755,76.928
1756,76.385
1757,76.204
1758,76.849
1759,77.125
1760,77.668
1761,76.970
1762,76.245
1763,76.411
1764,75.755
1765,75.679
1766,74.928
1767,76.064
1768,75.483
1769,75.415
1770,75.679
1771,75.004
1772,74.728
1773,74.596
1774,74.736
1775,73.951
1776,74.219
1777,73.423
1778,73.155
1779,71.509
1780,70.713
1781,70.638
1782,70.302
1783,69.928
1784,69.445
1785,68.702
1786,67.291
1787,67.532
1788,65.974
1789,65.774
1790,64.970
1791,64.732
1792,63.717
1793,64.619
1794,62.638
1795,61.740
1796,60.506
1797,59.034
1798,57.385
1799,56.302
1800,56.543
1801,54.894
1802,53.468
1803,51.064
1804,49.370
1805,48.838
1806,48.019
1807,47.426
1808,46.162
1809,45.626
1810,44.691
1811,44.117
1812,42.834
1813,40.985
1814,38.974
1815,38.230
1816,35.917
1817,35.113
1818,34.604
1819,34.423
1820,33.694
1821,32.736
1822,32.781
1823,30.962
1824,28.619
1825,26.204
1826,23.509
1827,20.992
1828,20.453
1829,19.275
1830,19.125
1831,19.291
1832,19.325
1833,19.430
1834,18.585
1835,18.174
1836,18.691
1837,20.521
1838,23.177
1839,24.951
1840,25.875
1841,29.638
1842,30.925
1843,32.072
1844,33.555
1845,35.525
1846,36.932
1847,39.581
1848,41.302
1849,44.777
1850,47.660
1851,50.019
1852,50.106
1853,52.528
1854,53.128
1855,53.525
1856,52.577
1857,51.642
1858,51.219
1859,49.098
1860,46.121
1861,45.600
1862,45.645
1863,47.215
1864,48.336
1865,50.196
1866,52.004
1867,54.883
1868,59.623
1869,65.638
1870,68.415
1871,70.457
1872,73.249
1873,75.174
1874,74.947
1875,76.026
1876,76.879
1877,78.528
1878,79.057
1879,79.989
1880,79.442
1881,78.958
1882,78.170
1883,79.034
1884,78.875
1885,79.340
1886,78.823
1887,78.872
1888,79.592
1889,80.136
1890,80.623
1891,80.177
1892,80.558
1893,81.751
1894,82.049
1895,80.913
1896,80.740
1897,81.623
1898,81.679
1899,82.453
1900,82.577
1901,82.683
1902,82.060
1903,81.449
1904,82.125
1905,81.804
1906,82.819
1907,83.804
1908,84.494
1909,84.826
1910,85.072
1911,85.136
1912,84.872
1913,84.875
1914,83.894
1915,83.219
1916,84.294
1917,84.460
1918,84.664
1919,84.189
1920,84.408
1921,83.736
1922,83.932
1923,84.472
1924,83.842
1925,81.868
1926,80.826
1927,80.521
1928,80.634
1929,80.672
1930,79.849
1931,78.642
1932,78.615
1933,78.660
1934,78.891
1935,78.113
1936,77.102
1937,76.985
1938,75.442
1939,75.245
1940,73.551
1941,73.026
1942,71.166
1943,71.109
1944,70.962
1945,70.302
1946,69.570
1947,68.475
1948,66.558
1949,65.204
1950,64.449
1951,63.453
1952,63.958
1953,64.298
1954,62.992
1955,61.966
1956,61.192
1957,59.709
1958,58.774
1959,57.174
1960,56.192
1961,55.592
1962,54.275
1963,53.608
1964,52.362
1965,51.849
1966,51.155
1967,50.468
1968,49.679
1969,49.023
1970,47.396
1971,45.351
1972,44.283
1973,43.113
1974,41.777
1975,42.098
1976,41.374
1977,41.638
1978,40.321
1979,39.472
1980,38.215
1981,36.426
1982,35.438
1983,35.381
1984,34.928
1985,33.947
1986,31.215
1987,29.268
1988,28.377
1989,26.358
1990,25.181
1991,23.808
1992,21.792
1993,19.174
1994,18.675
1995,19.158
1996,19.468
1997,19.517
1998,19.377
1999,20.291
2000,20.932
2001,23.064
2002,23.457
2003,25.392
2004,27.528
2005,30.577
2006,34.906
2007,38.094
2008,41.430
2009,44.242
2010,44.472
2011,46.340
2012,46.430
2013,44.985
2014,41.891
2015,37.755
2016,36.151
2017,32.940
2018,29.826
2019,29.272
2020,33.815
2021,40.102
2022,42.087
2023,42.366
2024,45.298
2025,48.083
2026,48.706
2027,51.106
2028,53.136
2029,54.792
2030,57.815
2031,60.325
2032,60.113
2033,58.642
2034,58.457
2035,59.260
2036,61.230
2037,61.728
2038,62.849
2039,64.389
2040,65.419
2041,65.487
2042,66.811
2043,68.268
2044,69.275
2045,70.574
2046,70.864
2047,71.547
2048,71.675
2049,72.672
2050,73.566
2051,75.177
2052,76.306
2053,77.038
2054,78.392
2055,79.166
2056,78.279
2057,78.385
2058,78.075
2059,79.694
2060,80.019
2061,80.766
2062,80.755
2063,81.962
2064,83.132
2065,83.758
2066,84.351
2067,84.600
2068,84.883
2069,85.430
2070,85.623
2071,85.789
2072,86.415
2073,87.558
2074,88.608
2075,89.238
2076,88.898
2077,88.600
2078,88.974
2079,88.457
2080,89.340
2081,89.679
2082,89.091
2083,88.332
2084,88.577
2085,89.136
2086,90.004
2087,90.649
2088,90.962
2089,90.974
2090,90.306
2091,90.181
2092,91.136
2093,91.528
2094,91.551
2095,92.155
2096,93.287
2097,92.570
2098,93.868
2099,93.325
2100,92.974
2101,92.834
2102,92.162
2103,90.713
2104,90.132
2105,90.011
2106,90.260
2107,90.325
2108,90.770
2109,90.585
2110,90.698
2111,92.306
2112,92.091
2113,91.834
2114,91.283
2115,90.528
2116,90.830
2117,90.770
2118,90.649
2119,90.434
2120,90.113
2121,89.838
2122,91.174
2123,91.981
2124,91.962
2125,90.921
2126,90.238
2127,88.947
2128,87.653
2129,86.698
2130,85.604
2131,84.570
2132,84.196
2133,82.766
2134,81.962
2135,81.355
2136,81.034
2137,78.913
